,pros,negs,profession,day,month,year
366,Great family leave benefits; work with a lot of smart people; lots of opportunity to learn a new skill and/or gain a certification.,"Outside of client work, you are also expected to spend your time on firm initiatives and business proposals; overly focused on networking (can be difficult for introverts)",Manager,15,Mar,2022
367,"Great brand
Great Experience
Challenging 
Good Travels","Low Pay
Long Working Hours
Boring work at times
Rude clients",Senior Advisory Consultant,30,Mar,2022
368,There is a lot of great support provided at the firm,There are long work hours,Audit Assistant Senior,15,Mar,2022
369,"ability to work remote, benefits","overworked, not much room for growth",Senior Tax Consultant,30,Mar,2022
370,"the culture is great, work life balance is great",working with teams in india can be tough given the time change,Marketing Associate,14,Mar,2022
371,Money and perks are good,Politics and work life balance can be challenging,Project Delivery Specialist,15,Mar,2022
372,Great exposure to different clients and experiences.,Long hours and the pay is not up to par with those at the same level at other firms.,Tax Senior,15,Mar,2022
373,"Quick advancement, support educational development, and CPA accreditation","Work load at certain times of year, variety of experience by team",Audit Senior,13,Mar,2022
374,Great people who are team-oriented,Too much re-invention without sufficient support for internal projects,Managing Director,14,Mar,2022
375,"Learning, growth, development, salary, career trajectory",Work/life balance is most notable,Consultant,14,Mar,2022
376,"Good benefits, leadership is supportive and attractive paid time off",No work life balance and long hours of work,Audit Assistant,14,Mar,2022
377,"- Great compensation 
- Peers are knowledgeable and supportive","- Horizontal mobility is tough
- Work life balance varies based on client",Advisory Analyst,14,Mar,2022
378,"- High investment in employees
- Collaborative environment
- Welcoming
- Fun events
- High profile clients","- Disorganization in assimilation
- Was given tablets instead of laptops",Audit and Assurance Intern,10,Mar,2022
379,"Really tier 1 market clients, global techs, international tax learning.",Work -Life balance politics are not complied at 100%,Tax,14,Mar,2022
380,Great opportunities for growth and advancement,Can get lost within the big company,Senior Business Analyst,14,Mar,2022
381,"Exposure to higher level executives
Available training materials
Good referral and performance rewards","They keep changing the year end process.
Their so called Market Adjustment is not a transparent process. People joining as a consultant is earning more.
No intention to match or counter the offer to retain the employee.",Senior Consultant,27,Mar,2022
382,"$1000 Well Being Subsidy every fiscal year.
$500 Hybrid Productivity Allowance.
My experience has been great. My project team and leadership have been awesome. I don't have the struggle of work/life balance like many people at the firm.","Very political. Depending on who your client is, can be very demanding.",Project Delivery Manager,13,Mar,2022
383,Great people to work with and learn from. Healthy collaborative culture. Giving back to the community. Celebrating diversity in meaningful ways. Making a difference.,Consulting is demanding and requires travel,Partner,13,Mar,2022
384,"Good money
Great people and work culture","Tedious tasks
Gets boring after awhile",Risk Analyst,11,Mar,2022
385,"Flexibility, challenging work, great benefits",pressure to contribute outside client service,Senior Manager,12,Mar,2022
386,"You do really cool work in S&A
Networking based staffing model allows you to explore any interest
Great peers, and even when they leave, they go somewhere cool and you stay in touch","Tough hours
Not the best pay, but it's getting much better",Business Analyst,12,Mar,2022
387,Great work environment lots of perks,nothing for now at least,Data Analyst,11,Mar,2022
388,"Supportive, engaging, great opportunities for growth",Lack of in person during this transitional time so hard to connect at times,Analyst,11,Mar,2022
389,"Structured, transparent, & fast paced.",Lacks autonomy - lots of micromanagement,Consultant,11,Mar,2022
390,"Good Salary, Perks and Benefits",Entitled senior management and regressive executive management,Anonymous Employee,11,Mar,2022
391,I have a great supportive network.,The work life balance is hard if you have a family,Senior Consultant,24,Mar,2022
392,"It’s a great place to start a career, I’ve learned a lot over the last year and have met incredible people.",Depends on the project but the hours are generally longer than in other industries. I regularly work ~60 hours/week.,Analyst,7,Mar,2022
393,Good work life balance and good benefits,Theres really not alot of cons,Consultang,9,Mar,2022
394,Work life balancew was not that bad,Low wuaity life but good co wokers,Finance Manager,9,Mar,2022
395,The pay is decent and I’ve racked up many free nights for Marriott,"This is the most toxic, controlling and condescending employer I have worked for in my entire life. The coaches are inadequate and do not help, my coach in particular is unfavorable and does nothing and I mean nothing to help me but is critical of everything that I do without suggestion for improvements or a development plan. I am often the only black person in the room and have faced discrimination from clients and been treated differently and it sucks. They have no concern for your work life. I don’t even know my senior management that they threaten to go to so much.",Business Technology Analyst,10,Apr,2022
396,Good place to start career,Poor salary movement and overtime,Accounting Manager,9,Mar,2022
397,offers work from home flexibility,work in a highly competitive environment,Senior Consultant,10,Mar,2022
398,You learn a lot at a big four firm and its a great introduction to accounting. There are also incredibly benefits.,There's no work life balance and the hours are brutal.,Senior Auditor,10,Mar,2022
399,"Great culture, hard projects and you get to work with super cutthroat Alpha types","long hours, and lots of travel",Senior Consultant,10,Mar,2022
400,"Great people, good clients, learning opportunities","Long hours, cut throat competition low pay",Audit Senior Assistant,24,Mar,2022
401,Great if you love technical,Remote work is slowly making me go crazy.,Senior Audit Assistant,24,Mar,2022
402,Great learning experience and everyone is friendly,long hours and can get repetitive,Real Estate Valuation Analyst,8,Mar,2022
403,Very good culture and leaning environment,Workload too demanding with lower than market pay,Senior Tax Manager,8,Mar,2022
404,"Upward mobility, culture, family leave benefits are the best I’ve seen.","More diversity is needed at the top, retirement matching isn’t competitive, change happens slowly.",Product Marketing Manager,8,Mar,2022
405,It’s a good company lmao I guess,No work life balance …. At all,Intern,9,Mar,2022
406,"Benefits, career development, work-life balance","Staffing issues, can be difficult to network",Consultant,9,Mar,2022
407,"Broad spectrum of clients industries
Training of employees",Company can be too big,Manager,9,Mar,2022
408,"Colleagues who are smart and mostly very collaborative, boundless choices for learning new things and taking on new roles and a true focus on DEI & Purpose.","Work/Life balance, lower than competitors salaries, promotions are political/network driven",Talent Experience Executive,9,Mar,2022
409,"Great perks, benefits, and people to work with.","Give you a TON of vacation, but can't use it due to utilization requirements.",Data Engineer,8,Mar,2022
410,"Great perks, benefits, and people to work with.","Give you a TON of vacation, but can't use it due to utilization requirements.",Data Engineer,8,Mar,2022
411,well developed internal process; good culture,Cannot choose among different projects based on your interests,Anonymous Employee,8,Mar,2022
412,Remote work great perks low travel now,Long hours no formal hierarchy,Senior Consultant,8,Mar,2022
413,Great learning and travel opportunities,"Work life balance
Delivery center culture",Solution Specialist,8,Mar,2022
414,"Very nice and helpful colleagues
Work from home
Reputable company","Low salary and no bonus
No overtime for busy/tax season hours",Tax Consultant,9,Mar,2022
415,"Lot of projects to choose from, opportunity to work with some of the best minds in the industry, flexibility to choose work hours",Nothing much but developing a good network within your work area could be a challenge initially,Workday Senior Consultant,9,Mar,2022
416,Not a good environment but the pay is good,"Not a great work environment , no growth potential",PDM Analyst,21,Mar,2022
417,Benefits abs compensation are fair,Work life balance is not good,Tax Consultant,22,Mar,2022
418,"Lots of resources, opportunities with different clients",Can be toxic - this is team specific.,Staff Auditor,23,Mar,2022
419,"- WLB
- Great Exposure and Experience",None at this time to highlight,Data Visualization Developer,8,Mar,2022
420,"Great culture, competitive pay, lots of upside",Will travel around pretty often,Consultant,8,Mar,2022
421,Good exposure to multiple clients.,Travel is required to client location.,Senior Consultant,8,Mar,2022
422,"Wonderful, Awesome,Knowledgeable, Lots of learning","lots of work,
lots of work,
lots of work,
lots of work,
lots of work",API Lead,21,Mar,2022
423,You'll learn a lot in a short period of time,The compensation is some of the lowest of major consulting firms,Management Consulting Manager,21,Mar,2022
424,Good network inside the company,Upper management can be unprofessional,Financial Analyst,22,Mar,2022
425,"Nice people, various opportunities, good networking","Really busy, same thing over and over, no free parking",Marketing,6,Mar,2022
426,"Great Talent, Great Team, Lot of learning opportunities","Lots of work, no encashment of accumulated leaves",Managing Director,7,Mar,2022
427,Management really cares about making the experience of the analyst valuable and has reasonable expectations relating to ability to deliver,"Workload can be inconsistent. Some days you only have 2 hours of work, other days you have 12 hours of work.",Applications and Program Analyst,7,Mar,2022
428,"Good Work life balance, management supportive understanding personal commitments.","No challenging work, less scope for transferring to end client",Senior Consultant,21,Mar,2022
429,Good pay and all virtual,"There seems to not have been much communication about what to actually assign the part-time virtual interns-- I've barely been given any work over the past 5 weeks, meaning I barely have gotten paid",Intern,21,Mar,2022
430,"Network
Dynamic Workplace
Professional Development Opportunities
Trainings
Deloitte University
Potentially being able to WFH to spend with family vs traveling","WLB
Salary
Amount of meetings
Year End can be long for bonus/promotions",Cyber Manager,6,Mar,2022
431,"Work/Life Balance, a huge network of talented people",Easy to get lost in the crowd,Cyber Risk Consultant,6,Mar,2022
432,Great work life balance and get certifications,Finding your own project no resources,Consultant,6,Mar,2022
433,Working with smart people and complex projects,Workload can be overwhelming if you don't know how to set boundaries,Manager,6,Mar,2022
434,Charlotte office was very nice,Long hours at times throughout the year,Analyst,6,Mar,2022
435,"A lot of mental well-being events
Flexible hours during non-busy season
Leadership cares about your career",Very long hours during busy season - just like any other Big4,Tax Senior Consultant,6,Mar,2022
436,"- Competitive Pay
- Will pay for additional certifications and education benefits are good
- Tons of vacations and holidays(your ability to use vacation is project dependent)
- Improving company culture surround work/life balance.
- Hybrid WFH benefits are good","- Stress level is project to project, manager to manager. 
- Lots of corporate BS and training. Like tons of mandatory useless training.
- Terrible 401k match
- Be careful with your insurance elections. The high deductible plans are really bad.",Consultant,3,Mar,2022
437,"Amazing people, projects, and benefits",Takes a while to be able to say no,Consultant,5,Mar,2022
438,Great would not want to work for another,none overall it was a great company,Accountant,1,Mar,2022
439,"Good benefits , you get to work in a lot of different areas within the company",They are mass hiring it seems like every month because the turnover is so high. We are the only position that has to go into the office now even though this job can be 100% virtual. Managers have no idea what they are doing ever. If you want to keep your employees don't treat them like they are in elementary school.,Executive Coordinator,8,Mar,2022
440,Learning a variety of skill sets and get to be working with like minded people,Low Pay and therefore low retention rate,Senior Auditor,4,Mar,2022
441,"Benefits
Professional and personal support
Pay rates
Focus on well being",The work life can be intense and demanding,Consultant,28,Feb,2022
442,Work alongside extremely intelligent individuals. Get double the amount of exposure in the industry. Have the upper hand when you decide its time for you to look elsewhere for work.,The hours can be unpredictable for some teams. Turnover is very high.,Consultant,4,Mar,2022
443,"Great resume builder
Solid people
Good benefits",A lot of workaholics and a lot of client demands = lots of hours,Manager Transaction Services,4,Mar,2022
444,Consultant Consultant Consultant Consultant Consultant,"low pay, low pay low pay low pay low pay",Consultant,4,Mar,2022
445,Tons of employment opportunities just because you have Deloitte on your resume. Lots of internal projects to join,"Just an any consulting company, you have to be proactive once your project stats running down",PROJECT DELIVERY SENIOR ANALYST,3,Mar,2022
446,Well known company to put on your resume,Work life balance is horrible,Accountant,18,Mar,2022
447,"Great colleagues, benefits, and interesting work.","Long hours, compensation could be higher.",Associate,3,Mar,2022
448,Great Starter Job and lots of growth,Boring tasks and the environment is simply not for me. A lot of people like it tho.,Analyst,3,Mar,2022
449,Some of the pros include getting exposure to many different types of industries and working with highly experienced professionals. Great travel benefits too.,High burnout and long hours. Travel can be intense as well.,Consultant,3,Mar,2022
450,Some of the pros include getting exposure to many different types of industries and working with highly experienced professionals. Great travel benefits too.,High burnout and long hours. Travel can be intense as well.,Consultant,3,Mar,2022
451,Nice people & good culture. The benefits are pretty good.,Not all college grads starting salary is the same.,Technology Risk Analyst,16,Mar,2022
452,Good company to work for.,Can have long working days,Senior Consultant,1,Mar,2022
453,Great company. Great benefits. Great culture,None. There were no cons.,Business Development Manager,2,Mar,2022
454,"Company has generous benefits (PTO, Parental Leave) and inclusive environment
Many different tracks to fit your career goals",Huge company and can be hard to navigate.,Manager,2,Mar,2022
455,work with a lot of great people,lower salaries at the moment,Lead Independence Analyst,2,Mar,2022
456,Lots of learning opportunities and projects.,No cons at this time.,Consultant,2,Mar,2022
457,"Network and Connections, the people, travel, learning","Busy, work life balance, hours",Business Consultant,2,Mar,2022
458,Great benefits and the people are generally pretty smart and nice,Busy season hours are no joke and the competitive environment is a lot to handle.,Audit Associate,16,Mar,2022
459,"Nice to have on your resume.
The few old school Deloitte managers and Senior managers, directors etc.. are the best people in that company, but these are few and apart.
Don't get me wrong some people thrive in this environment!","Corporate culture at it's finest. Office politics can be horrendous if you are not connected. Seniors can have a chip on their shoulder and will take it out on you. You will get sympathy if you are an attractive female otherwise you are mostly on your own. 100 hours workweek as a salary employee don't expect to get payed for OT. And if you are smart do your due diligence on how billable time works, something I had to learn the hard way!",Tax Consultant,16,Mar,2022
460,Paid time off is great,Busy season hours are insane,Tax Consultant II,1,Mar,2022
461,"Great people culture, very good work-life balance","job is internal facing, corporate culture",Marketing Associate,1,Mar,2022
462,"Nice coworkers, lots of PTO, ability to choose your own career path within the company, steep income projection, ability to work from home","Long hours/no time off during busy season, hard to disconnect",Audit Senior,2,Mar,2022
463,"Flexibility, diverse company. Lots of area to grow as a professional","Sr Mgmt on East coast, less visibility. Too political and cut throat",Manager Finance,2,Mar,2022
464,"Good Pay, benefits, and location",Lack on training and giving staff the tools they need to perform,Supervisor,15,Mar,2022
465,Great benefits and decent work-life balance depending on your practice.,"Too many to share... a lot of favoritism and privileged folks. It's not about what you know, it's who you know at Deloitte.",Senior Consultant,15,Mar,2022
466,"Good benefits, well respected industry for exit opportunities, nice people","Being an efficient worker gets rewarded with more work, doesn't feel like a meritocracy",Consultant,16,Mar,2022
467,"Pay is pretty good, and lots of resources.",Long hours and initially getting staffed.,Business Technology Solutions Analyst,28,Feb,2022
468,"With the right client, great WLB and generous PTO",Underpaid based on industry we are in,Analyst,1,Mar,2022
469,"Incredibly rewarding and fast-paced place. Clients are (in my experience) wonderful to work with. Tremendous exposure to growth opportunities, knowledge, exceptional performers.","70+ hour work weeks are very common, especially at the Senior Manager level. Stress is shockingly high, and is worsened by leadership that will routinely assign tasks (trivial and massive) to people with little/no notice, and with no regard for current workload. Junior personnel are expected to participate in sales activities (proposal writing, contract solicitations) IN ADDITION to working full-time, often pushing work hours into the 80+ per week range. Toxicity at the Partner/Principal/Managing Director is pervasive and leaves junior folks in their purview with very little latitude to report issues, as PPMD's routinely control every aspect of career mobility (promotions, raises, etc.) at Deloitte.",Manager,1,Mar,2022
470,"- Networking
- People
- Professional
- Location
- Benefits",- Work life balance can be better,Consultant,1,Mar,2022
471,"Pay and benefits, well-being subsidy, will develop your skills","Deloitte expects you to live your entire life around them, not an environment for raising a family.",Audit Senior,16,Mar,2022
472,Good brand name for those who are starting their careers,Long work hours. no concept of work life balance but heavy false marketing,Senior Consultant,16,Mar,2022
473,Good cultural behaviour by team,Lack of personal work life balance,Project Manager,28,Feb,2022
474,Access to many different types of projects and industries,Criteria for promotion are based on metrics that can be interpreted differently by managers,Consultant,1,Mar,2022
475,"Remote, reputation, well being, work life balance, holidays","Pay, career development, personal development, bad training",Solution Specialist,12,Mar,2022
476,Experience is good for your resume. Recruiters have been reaching out just after a year of working here,No Work life balance/ Low Pay,Technology Support Analyst II,13,Mar,2022
477,"Good quality work, easy client engagement, competitive salary","no work life balance tbh, can improve on the salary",Cloud DevOps Engineer,27,Feb,2022
478,Good exposure and long term projects,Long working hours and less work life balance,SAP Consultant,27,Feb,2022
479,great people and a lot of benefits,You work long hours during busy seasons,Audit and Assurance Assistant,28,Feb,2022
480,Excellent career growth. Putting their people first,Salary early on and long hours,Audit Senior,28,Feb,2022
481,"- Great for quickly getting experience
- You're able to move projects and change work without leaving the company itself
- Has decent benefits, PTO, etc.
- Lateral movement capabilities if you're unsure of your career path","- Underpaid (they also exploit people with work-visas)
- Management is mostly incompetent regarding tech
- You either drink the Deloitte kool-aid and maybe get a management position or leave after 2 years for a much higher salary elsewhere",Solution Analyst,15,Mar,2022
482,"- Exit opportunities / brand value

- Ability to work remote","If you aren't from a target school, you will get put on bad projects with poor opportunities. This leads to sub-optimal performance compared to the hires that Deloitte values whom get to pick their projects so they align with their strengths. If you aren't from a target school, you are a basically a ""second rate citizen"" of Deloitte. You come in at a low salary and never catch up regardless of how capable you are and are treated like a workhorse rather than the company investing in you. The organization is so big that there is no way of breaking out of the buckets that they place you in. Especially hard in the current environment where there are zero days in office, your teams will be spread across cities, and you will likely never meet your practitioners.",Consultant,15,Mar,2022
483,Better work-life balance and growing DEI community.,Compensation is not as competitive as it could be.,Senior Analyst,14,Mar,2022
484,A lot of perks and benefits,very long hours year-round and during busy season,Audit Associate,14,Mar,2022
485,Easy to network throughout the firm and move around to different projects within the firm.,Underpaying employees and expecting employees to do initiatives and extra work for little pay.,Business Analyst,14,Mar,2022
486,"great pace
love the ppl
can be fun at time","firm stuff not all that fun
gotta do the most at times",Senior Consultant,26,Feb,2022
487,Good Work life balance whilst there,Salary not so competitive hey,Accountant,27,Feb,2022
488,data programmer in deloitte in greece,working too manu hours and not having free time,Graduate Student,27,Feb,2022
489,Company cares about employees well being,Very much a Hierarchical structure,Senior Consultant,27,Feb,2022
490,Great company to work for. Flexibility is great.,Navigating the internal politics is a challenge.,Audit Senior Manager,26,Feb,2022
491,Good team atmosphere filled with positive support.,At times need to work hard,Tax Consultant I,26,Feb,2022
492,Enhance your knowledge experience and improve your career,"being one of the big 4, it opens doors for you",Audit Senior Associate,26,Feb,2022
493,"So much PTO, great benefits","Poor work life balance, heavy work load, expected to work long hours, you have so much PTO but can never use it",Engagement Financial Advisor (EFA) Analyst,11,Mar,2022
494,It has great work culture.,Learning could be improved. Better work life.,Analyst,25,Feb,2022
495,- Intelligent coworkers who you can always learn things from,- long hours and high stress level,Consultant,25,Feb,2022
496,Pay was very fair for what you work,Lots of hours and no time off,Recruiter,10,Mar,2022
497,Large and reputable company with several opportunities,"They have multiple ""tracks"" for practitioners that do not provide the same benefits",Senior Consultant,25,Feb,2022
498,"good culture, opportunities to find the work you want to do, great place to start your career (exposure to different opportunities and skill sets, good name brand)","compensation differs at each job level (experienced hires get better packages), slow upward trajectory, lots of red tape/time spend on PMO",Consultant,25,Feb,2022
499,"Benefits, Network, Policies, People, Culture","Compensation, Career level change, Advancement",Executive Coordinator,25,Feb,2022
500,"Benefits, Network, Policies, People, Culture","Compensation, Career level change, Advancement",Executive Coordinator,25,Feb,2022
501,Offers good pay and benefits,Business development required along with client work,Analyst,25,Feb,2022
502,"Long term projects
Nice office
job security",Work life balance is bad,Senior Solution Specialist,11,Mar,2022
503,Work with a lot of great people,Crazy busy season (and non busy season) hours,Senior Tax Consultant,11,Mar,2022
504,"Smart, approachable colleagues; not a culture of climbers; great healthcare, annual well-being subsidy, family leave, emergency childcare, PTO",People are often rewarded for hours worked and miles traveled,Communications Manager,23,Feb,2022
505,great experience gained throughout my time there,long hours that is dependent on what project you are on,Analyst,23,Feb,2022
506,In my experience everyone no matter the level makes themselves available to help each other,The amount of time required to be successful may be more than some are comfortable with,Senior Consultant,24,Feb,2022
507,Flexible environment with encouraging leaders,Large organization with red tap,Product Strategy Manager,20,Feb,2022
508,"Lots of opportunity to work on a variety of projects and exposure to client facing culture. Lots of smart, hardworking colleagues and managers. Great sense of camaraderie.",Long hours to meet tight deadlines. Not enough staff to support the amount of work.,Technology Risk Manager,23,Feb,2022
509,Surrounded by smart people; diversity; Deloitte University is like a resort,Pay is low; long hours in busy season,Tax Consultant,23,Feb,2022
