,pros,negs,profession,day,month,year
413,"work too much you barely have any chance to spend money. ""Learn a lot"". Dont have to go to wedding or bday party cause everyone knows you work a lot.","No personal life. very little pay. about 10 months of busy season at BTS group. workplace discrimination, eating hours, $15 dinner if you bill 11 hours that day. it is a norm to work to mid night.",Tax Consultant,12,May,2021
414,"Good people, management, career growth","Nothing much, good company to work for",Software Development Manager,9,Apr,2021
415,Flexible work environment and good work-life balance.,Independence requirements are a challenge,Anonymous Employee,9,Apr,2021
416,Healthy workplace environment and many great resources for personal development,"Like anywhere else, too much politics",Cloud Solution Architect,10,Apr,2021
417,Perks are good for ex well ness related,Work Life Balance will be challenging,Senior Consultant,10,Apr,2021
418,"You will get to work with big brands client like Tommy,Google etc",A lot of work pressure due to strict deadlines and missing work life balance.,Senior Consultant,10,Apr,2021
419,Great place for someone looking for challenging work,Very bad at compensating employees for the work delivered,Senior Consultant,24,Apr,2021
420,"Good learning, Good culture, Strong consulting environment based on managers","Crazy work hours, Bad Project delivery and solutions delivery",Specialist,8,Apr,2021
421,Warm accepting culture with great people,"Compliance heavy, strict rules about outside work activities",Senior Project Manager,9,Apr,2021
422,"Flat teams, lot of diverse learning experience",Long hours and very strict deadlines,Consultant,9,Apr,2021
423,"The company offers a diverse range of opportunities across industries and functions, so there are lots of possibilities. You are able to pursue different interests or focus more specifically on one thing.","Compensation is low, especially compared to the rest of the market. The company is also heavily reliant upon networking, so it's important to quickly find a group of people who you want to work with and have interests that align with your own.",Analyst,9,Apr,2021
424,"Flexibility, Culture, Colleagues, Well-being, LOA and Sabbatical opportunities","Pay, Type of work - lots of fluff",Senior Consultant,9,Apr,2021
425,Good benefits: free food and sawg,Work life balance is not good,Tax Consultant,9,Apr,2021
426,"smart people, great environment, big clients",long hours and bad work-life balance,Tax Consultant I,7,Apr,2021
427,very caring and international company,relatively low salary in asia,Anonymous Employee,8,Apr,2021
428,Best packages and lot of perks. Takes care of all immigration issues.,Less time for personal life.,Senior Analyst,8,Apr,2021
429,"-great benefits
-good amount of social events/ability to network 
-plenty of trainings (online and in person)","-constantly being compared to other analysts (even on scatterplot each performance review) 
-working longer hours than necessary due to poor management/leadership skills 
-unethical way of selling projects (overselling work)

If you are a human with empathy, this place will not be an easy one to work at. The culture is all about outshining one another and the work and output is valued more than the human being. I have trauma after working at this place.",Business Technology Analyst,9,May,2021
430,lots of client interactions and exposure to many different things,Long hours and high burn rate,Manager,8,Apr,2021
431,"Fast learning curve, good teams, lots of experience","poor work/life balance, lots of stress",Analyst,8,Apr,2021
432,Good business opportunities and career development opps,Didn’t like travel and the constant need to be a a clients later,Senior Analyst,8,Apr,2021
433,"Learning opportunities, ability to try new things","No work life balance, very limited flexibility and predictability",Technology Consulting Manager,8,Apr,2021
434,The ability to travel on clients dime,The work life balance makes the job difficult,Senior Consultant,8,Apr,2021
435,"Great compensation packages (e.g. 401K, PTO, work-life balance)","Long hours
Competitive for growth opportunities",Anonymous Employee,8,Apr,2021
436,Pay is competitive if you're in Cyber. Good PTO.,Very project dependent on your experience.,Cyber Risk Consultant,8,Apr,2021
437,"great benefits, good work-life balance","weird culture, difficult to navigate as a first-year in COVID times",Risk Advisory Analyst,8,Apr,2021
438,Growth Experience Talent Exploration Opportunities,"Lack in Tech, Same Career Path for All Fields",Consultant,21,Apr,2021
439,"Used to be traveling, team dinners, collaboration in team rooms.",Covid stripped all of the fun away.,Senior Consultant,22,Apr,2021
440,"Used to be traveling, team dinners, collaboration in team rooms.",Covid stripped all of the fun away.,Senior Consultant,22,Apr,2021
441,"Great benefits, great flexibility, great training","Stressful at times, busy season (long hours)",Audit Senior,7,Apr,2021
442,"wellness benefits, culture, and benefits",work life balance is a bit of a challenge,Specialist Master,7,Apr,2021
443,"Great project, teams, colleagues, and overall culture","It’s not for the faint hearted. To earn good money, learn, grow, and be successful you have to work hard.",Senior Manager,7,Apr,2021
444,-Availability of different types of projects -Numerous training opportunities -Supportive work environment -Focus on well-being initiatives,-Long hours (depending on the project) -Pay disparity (depending on your practice) -Uneven application of performance evaluation,Federal Human Capital Analyst,31,Mar,2021
445,"Place that encourages growth, diversity, and inclusion.",This firm will not work if you do not have entrepreneurial mindset,Senior Manager,6,Apr,2021
446,Great company to work for,no cons actually till now,Business Analyst,6,Apr,2021
447,Zoom meetings are not fun,Zoom meetings are never fun,Risk and Financial Advisory,7,Apr,2021
448,Solid benefits and advancement opportunities,"Work-life balance can be tough at times, substantial pressure to constantly work on BD/proposals aside from normal client work",Advisory Consultant,7,Apr,2021
449,people care about you here,mobility is low throughout the Company,Experienced Audit Senior Associate,7,Apr,2021
450,"Good PTO plan and benefits, with an exception to 401k plan.","I've worked on really bad projects were you'll be treated as just a number and be pushed to meet metrics and impress the client, and then some great projects where your manager actually cares about your growth within your career and company and pushes you to be the best you can be. Not a good 401k plan.",Cyber Security Advisory,21,Apr,2021
451,can get good Consulting experience but no technical experience,Lot of internal politics and Favoritism,Solutions Architect,21,Apr,2021
452,i like working for the company,I do not have anything to add,Anonymous Employee,6,Apr,2021
453,One of the best company to work,Personally I didn't notice anything,Graduate Student,6,Apr,2021
454,"Challenging, learning a lot, growing in core consulting skills like logical structuring","Does not provide enough quality leadership coaching - a lot of times, it’s the blind coaching the blind. Luckily, Deloitte hires very competent people so it’s not too bad. Very happy to work here!!!",Analyst,30,Mar,2021
455,Nice people to work with,Compensation is too little given the amount of work.,Audit Analytics Specialist,5,Apr,2021
456,"People, Culture, Learning Opportunities, Internal processes","Bureaucratic, hard to move internally",Manager,5,Apr,2021
457,"Good benefits, looks good on resume, well-being subsidy, ample PTO","Use of PTO and vacation counts against you, constantly have to be available",Consultant,6,Apr,2021
458,Great experience and exposure at the firm,Underpaid when compared to industry standard,Advisory,6,Apr,2021
459,"1. Smart People
2. Successful project
3. Great work","1. Aggressive timelines
2. Too big",Manager,6,Apr,2021
460,"1. Smart People
2. Successful project
3. Great work","1. Aggressive timelines
2. Too big",Manager,6,Apr,2021
461,"- good work/life balance
- remote work full time",- not much opportunity to move up,Senior PR Specialist,6,Apr,2021
462,Pay was exceptional and great experience,Working long hours during busy season,Staff Accountant,6,Apr,2021
463,"Good projects, generally friendly and team-oriented people","Pay has lagged recently, as have benefits. The glamour of consulting at a big 4 firm is gone",Consultant,20,Apr,2021
464,you will learn a lot and get experience in many different areas within a short timeframe,job can be demanding with long hours,Audit Senior,20,Apr,2021
465,diverse work environment and benefits,chaotic project availability in finding good work,Senior Consultant,20,Apr,2021
466,Flexible during non busy season hours,Busy Season is not fun,Tax Consultant,20,Apr,2021
467,Travel budget was a plus,The process to receive a raise/ promotion is cumbersome,Consultant,20,Apr,2021
468,I’ve worked in a few different areas within Deloitte and the work/life balance is better than I would expect from a professional services firm of its size.,It’s a large company and it can be hard to move around if you don’t have advocates.,Design Manager,5,Apr,2021
469,Flexibility is the norm but you gotta earn it,Overtime is throughout the year,Senior Accountant,5,Apr,2021
470,"Great experience, Great company with awesome benefits",It is hard work and long hours,Solutions Engineer Analyst,5,Apr,2021
471,Good breadth of experience overall,Not so great work life balance,Technology Consultant,5,Apr,2021
472,"Competitive pay, great leadership and projects",No cons found as such,Senior Consultant,5,Apr,2021
473,"opportunities for growth, drive your own career","minimal salary increases, work life balance",Manager,5,Apr,2021
474,Respectable clients to deal with,Too much travel on certain projects,Project Delivery Manager,17,Apr,2021
475,Good open door policy when anyone can be reached,Redundant projects which makes it difficult to gain wider experience,Manager,18,Apr,2021
476,"A lot of good people trapped in a highly stressful organization,",The aim of the management is to drain every ounce of energy a person has.,Salesforce Architect,19,Apr,2021
477,Good work life balance and people are very nice,Not many technical people at Deloitte,Consultant,19,Apr,2021
478,Flexible work style and many PTO days,Not a place for the technical type of work. Optics are too much focused.,Senior Consultant,19,Apr,2021
479,exposure to diverse clientele and easy promotion if you survive.,public accounting. nuff said everybody.,Senior Assistant,19,Apr,2021
480,"Much better quality of personnel than the average contractor. If you're tired of dealing with unprofessional individuals, this is generally going to be better. If you're willing to hustle, you'll go far.",More of a networking rat race.,Specialist Master,3,Apr,2021
481,"Treats you well
Open environment
Most of the leadership is good","No work life balance
It is always a grind",Software Architect,4,Apr,2021
482,Opportunities to travel to clients' sites and work with clients in person; and lots of practice on verbal communication and presentations,Underpaid by about 25% compared to technology companies for data scientists with the same level of expertise/experience,Consultant,4,Apr,2021
483,"Nice and friendly coworkers, made friends within my peer group.",Long hours during busy season.,Senior Auditor,4,Apr,2021
484,"Great opportunities to learn new skills. 
Lots of smart people willing to work hard","Unreasonable deadlines
Try to preach work/life balance but then tether your performance and success to your utilization",Senior Consultant,17,Apr,2021
485,Great client exposure and smart co-workers,Work-life balance can be tricky,Senior Consultant,3,Apr,2021
486,long hours of work per week,travel perks plus great folks,Engineer,3,Apr,2021
487,Great education and experience at Deloitte,Sometimes long hours but dependent on projects,Consultant,3,Apr,2021
488,Not much to enjoy about the job,It’s not that great really,Auditor,18,Apr,2021
489,Lots of good people. Amazing learning oppys.,Very low salaries compared to industry - esp if you do the maths on how much the firm makes on you.,Business Analyst,2,Apr,2021
490,Lots of good people. Amazing learning oppys.,Very low salaries compared to industry - esp if you do the maths on how much the firm makes on you.,Business Analyst,2,Apr,2021
491,"- Unlimited opportunities 
- Get out what you put in
- Great training and education opportunities",- Very poor work life balance,Senior Consultant,3,Apr,2021
492,Lots of learning opportunities and certainly a great place to meet life term friend,"Long working hours, lack of work-life balance",Tax Consultant II,17,Apr,2021
493,"Great brand name, good on the job training",Compensation is NOT in line with other consulting firms,Consulting Analyst,31,Mar,2021
494,"Culture, Growth, Benefits, Work/Life Balance","Demanding, requires more effort than many people are willing to give.",Senior Solution Specialist,2,Apr,2021
495,"- Exposure to different clients to find a employer that suits you 
- Exposure to different industries to find one that suits you 
- A clear baseline for what a truly dysfunctional culture looks like - develops your ability to avoid this when choosing a new employer","- Deeply hierarchical command and control culture where Analysts, Consultants and Managers carry the full weight of the work while senior managers, directors and Partners go on lavish dinners and social events doing none of the heavy lifting 
- Toxic culture where people will do anything to get to the top but sadly there are limited spaces at the top and sadly most people get stepped on
- Very harmful for ones mental, emotional and physical health as new and junior staff work themselves to the bone neglecting their own well being in a fruitless attempt to get to the top",Consultant,2,May,2021
496,"Supportive community, learning a lot, lots of opportunity to learn if you put in the effort","Yearly promotion/raise discussions aren't super transparent, job can be very difficult and demanding sometimes",Advisory Analyst,2,Apr,2021
497,"Fair pay, training opportunities, friendly environment, dedicated coworkers",Holiday hours count against utilization,Consultant,2,Apr,2021
498,Great place to gain experience through mentorship opportunities and networking,"Not all projects are the same, so your experience is project-dependent",Consulting Analyst,2,Apr,2021
499,"Name, network, people, project diversity",Beck and call of client services,Consultant,2,Apr,2021
