,pros,negs,profession,day,month,year
314,"Benefits, pay, PTO, flexibility, culture of inclusion","Busy season, stress, unreasonable clients",Tax Manager,9,Nov,2022
315,"Aside from great pay and benefits,  you are working with people who are the smartest,  kindest, and brightest in their industries. It is a wonderful place to learn and grow.",You have to be able to catch on fast.,,2,Sep,2022
316,learning opportunities and motivating team,extra hours in office and stress,Audit,12,Oct,2022
317,Decent pay Lots of extra perks Wellness subsidy,"Busy schedule Have to look for work through projects Varying workdays, sometimes random",GPS Analyst,4,Oct,2022
318,Great networking opportunity with the right people,Managers can become pretty petty,Senior Consultant,11,Oct,2022
319,Deloitte emphasizes learning which I appreciate.,Deloitte makes it really difficult to switch between GPS and Commercial.,Analyst,31,Oct,2022
320,Deloitte emphasizes learning which I appreciate.,Deloitte makes it really difficult to switch between GPS and Commercial.,Analyst,31,Oct,2022
321,Opportunities for growth Training Gréât benefits,WLB is not really a thing,Senior Consultant,8,Oct,2022
322,Fair pay and benefits. Lots of free training and certification opportunities.,"Same as anywhere else. A few bad apples can ruin the pie, but they tend to weed themselves out.",Business Analyst,27,Sep,2022
323,"- Wide breadth of projects to choose from
- Active internal career development events like courses, certifications, community events
- New flexible work model allows for choice of fully remote or hybrid based on project and needs","- Promotion schedules are somewhat rigid (only 1 promotion window in year, and if recently promoted expect at least a 2 year wait, if not more)
- Work schedule depends on project. Some can be a normal 40 hrs a week, some can be up to 60 or even 70 hours a week, depending on the project and the schedule. 
- Can be on a great team, but upper management can really dictate the overall success (and state) of a project with early decisions.",Solutions Specialist,20,Jun,2022
324,"The projects at the firm provide many different fields, industries, and setors, enabling young professionals to get significant exposure and insight to start their career.",Deloitte usually underpays their employees compared to competition. The benefits and 401k match are not good.,Business Technology Analyst,12,Oct,2022
325,They have a great work environment that encourages collaboration.,The days can get very busy.,Analyst,7,Oct,2022
326,Great People Craft your career,Pressure to be staffed Pay gap between hired & home-grown consultants,Strategy Analyst,6,Oct,2022
327,"Great salary, benefits, and there are some great people.",Managers don't receive actual leadership development.,Conulstant,5,Oct,2022
328,"- Management directly above you does seem to care, I had the partner herself reach out to me to just check in, and she sent me peppermint bark for Christmas.
- The disconnects are awesome. 2 weeks off at the end of the year, 4 day disconnect for Memorial Day, 4 day disconnect for July 4th
- Everyone in Global Trade Advisory is super nice and very willing to help, I was never afraid of pinging someone to ask a question, no matter how “above” me they were.
- Lots of flexibility in the face of COVID. Expecting that there will be travel expectation for the weeks you have to be at client site, but I think the WFH the remaining weeks will carry forward.","- The team is INCREDIBLY oversold on projects. There is not enough staffing on any of them and so those that ARE staffed on projects have to pick up the slack and take on extra work. I would say I work 50-60 hour weeks sometimes, especially on projects where there’s an expectation of collaboration with global teams.
- Beyond like super dry trainings that you won’t retain well because there’s no practical application opportunities immediately, there’s like no training for this job. All the trainings you have to do when you join are for tax accountants and have nothing to do with what your job will require.
- Unless you’re in one of the cities with a large team presence there, you will feel pretty isolated from the rest of the team, and very isolated from the rest of Deloitte as a whole. No one will know what you’re talking about if you say you’re in GTA. If you go to Deloitte University, you won’t really relate to anyone there.",Global Trade Advisory Consultant,3,Mar,2022
329,Our team has big budget and we usually have free food and drinks in the office.,We go to office so frequently,Senior Associate,30,Sep,2022
330,"Strong compensation, broad experience, strong mentorship","Low mobility within firm, new career opportunities common with profit-driven markets",Advisory Consultant,2,Oct,2022
331,competitive salary and bonus structure,Workaholic culture that can be toxic,Consultant,4,Oct,2022
332,"Pay, exposure, cross-industry experience, big firm small feel","big firm with many many employees , long hours sometimes",Manager,3,Oct,2022
333,"Great company to work for, with excellent benefits!",Managing the work-life balance was sometimes difficult,Manager,29,Sep,2022
334,very good job security highly recommend,work long hours still good,Intern,4,Oct,2022
335,Professional environment; fast paced; Interesting work and good people,Long hours; disregard for personal time; weekends; hierarchical,Manager,29,Sep,2022
336,"Work-life balance on the federal side has generally been great, with a few exceptions around proposal season (which is to be expected). With the pandemic, leadership has made a sustained, and what appears to be sincere, effort to focus on mental health in the form of extended firm holidays and PTO now counting towards utilization rates. 

Work has moved to a remote-hybrid combo, where you are free to work wherever you want, outside of client restrictions. In my personal experience, this has been excellent: less time traveling, more time spent with my family, and I feel like I'm delivering better work at the end of the day because I'm happier and have more energy.","As a developer, I feel like my time at Deloitte is limited. There isn't a dedicated path forward for technical people who want to remain on the traditional consulting track; all senior positions seem to come with some form of sales requirements or general management.",Senior Consultant,17,Jan,2022
337,The people have been great,Lack of transparency about promotions/raises,Analyst,7,Oct,2022
338,"Good work life balance
Best-in-segment benefits
Best work culture (among IT services companies)","No RSUs
No Sign-On Bonus",Product Owner (PO),1,Oct,2022
339,"Lots of opportunities, supportive leadership",Big company easy to get lost at,Technology Consultatnt,4,Oct,2022
340,"Lots of opportunities, supportive leadership",Big company easy to get lost at,Technology Consultatnt,4,Oct,2022
341,"*You will meet many intelligent people here with years of industry specific experience across different fields. Through these colleagues, you can definitely develop and cultivate your knowledge in these fields in a short period of time.
*High profile clients and impactful strategy work","*Work culture can be toxic as times where long hours are required, but this is project dependent. An project / engagement's leadership will dictate company culture here.
*Weekly travel to client sites (pre-COVID) can wear on you",Consultant,5,Jul,2022
342,Good perks and benefits th,long hours and low salary,Audit Associate,6,Oct,2022
343,great resources and networking opportunities,bad work and life balance,Senior Consultant,6,Nov,2022
344,Sr consultant at various Fortune 500 companies,Long travel from home except on weekend,Sr Consultant,3,Oct,2022
345,Good culture Great company for career starter,Low pay Some bad/incompetent manager,Senior Consultant,3,Nov,2022
346,"I interned with Deloitte and started my career with Deloitte after undergrad. I worked in a technology role as part of Risk & Financial Advisory. So I can't say much to Audit, Tax, or Consulting
- World class training: Deloitte offers many in-person (pre COVID) and online courses on technical knowledge and soft skills. Deloitte University is an amazing place to visit and learn. You also get free access to Udemy, LinkedIn Learning, WSJ subscription, Fortune Magazine subscription
- Very talented teammates: I'm frequently blown away by how smart, nice, and hard-working my colleagues and supervisors are. Of course you will meet some rude and incompetent people, but they are the exceptions. I made some real meaningful friendships throughout my time at Deloitte
- Variety of work: Advisory has a bunch of different services. You can move around and find new projects that challenge and stimulate you. But you have to actively do that. Otherwise, you'll be placed on projects purely based on business needs","- Not the best work-life balance for commercial practice. Federal/GPS professionals get much better work-life balance
- Pay is decent but not great. Most Deloitte professionals can jump to a different job and get higher pay. In fact, many people have left for big tech (e.g., Google, Amazon, etc.), other consulting firms (e.g., McKinsey, Accenture, etc.), or industry
- Deloitte is huge (95,000+ professionals as of this writing) and you can feel like a cog in the machine. You have to speak up and fight for yourself to get staffed on projects that you like",Advisory Senior Consultant,6,Jan,2022
347,"Strong Professional Development Opportunities
Smart Coworkers
Lots of additional perks and benefits
Approachable management","Long hours
Stressful
Easy to get siloed if you don't expand your network",Risk and Financial Advisory Analyst,26,Sep,2022
348,"Great environment, better people, even better opportunity.",May do work that can be unfulfilling.,Analyst,2,Oct,2022
349,"Great people and fun culture
Great opportunities to try different types of work and learn a lot","Expectation to always be working and take on more initiatives in order to be a top performer
Firm ""shutdown"" time is never really shutdown",Manager,12,Sep,2022
350,You get a lot of experience and meet great people.,Some of the work can be monotonous.,Intern,30,Sep,2022
351,"nice people, good benefits, fun social","long hours, not my interest",assosiate,4,Oct,2022
352,Great firm to start the consulting career,Less freedom on project choice,Consultant,2,Oct,2022
353,"good benefits, good work life balance, lots of pto, nice people","pay is low compared to industry average, things move slow because its a huge company",Data Science Consultant,22,Sep,2022
354,They pay good Wages to skillful employees,There are some frictions at work,Brand Experience Vehicle Operations SManager,24,Sep,2022
355,Great name and reputation - can launch future career opportunities,Sometimes the employees are unkind to each other due to the incredibly competitive environment,Senior Consultant,17,Sep,2022
356,look good on the resume and help to build up the bases in your early career. Most of the teams I had worked on are inclusive and nice.,Lack of work life balance. Office politics.,Senior Audit Assistant,23,Oct,2022
357,Ran into some good people at first...,"During the first half of Nov 2018, this company provided me with a terrible and an unreasonable workplace experience, particularly while I was being transferred to one of their global teams abroad. That's a fact. It's also my opinion and it's a solid one based upon what I experienced.",Risk and Financial Advisory Consultant,24,Sep,2022
358,"the people, job growth, career prospects",work life  balance takes a little while to figure out,,14,Sep,2022
359,"- great culture 
- decent hours for government side
- competitive pay in comparison to other big 4 in the area","- travel 
- constantly having to search for clients","Deloitte Consulting, Government",20,Sep,2022
360,"Great Pay, Time off, incentives",The project can be boring,PROJECT DELIVERY SENIOR ANALYST,26,Sep,2022
361,"Really good benefits, including well-being subsidy, working from home hybrid flexibility, catered meals, etc. Pay is catching up to market rate, although it's not the best around it is also not the lowest. Does have great growth and opportunities to progress and work on a variety of clients across the globe.","Understaffed offices means long hours with few breaks. Turnover is so high that client and project assignments never stay the same, they can change within minutes of a higher-up decision. The closer to deadlines, the less patience you are given. More and More work keeps being added on despite short staffing.",Tax Staff Accountant,30,Aug,2022
362,- lots of growth opportunity over a lifetime of your contribution to the company - diverse opportunities for pivoting career,"- 59,000 starting as a Solution Analyst in USDC GPS. - hard to get promoted even after 2 years with odd metrics - 50¢ match to your $1 in 401k - project based; waste months and years trying to find your niche, role, projects",Solution Analyst,4,Oct,2022
363,"Hybrid working, great training for new grad",Long hours and less money,Auditor,1,Nov,2022
364,"Amazing team, tons of learning opportunities",No cons from my experience,Consultant,29,Sep,2022
365,Opportunity to learn from professionals in all directions of business,Not sure of any yet,Strategy Consultant,27,Sep,2022
366,Exposure to various clients and architecture. Prior experience with cloud technologies is advised since most of the client architecture is built US team's add on small bits and pieces more on mostly supporting architecture. Very clear policy's and straight forward work easy to navigate.,Most of the heavy design and implementation is done by India team so its hard for some US team members to understand issues when they arise,Solution's Specialist,14,Aug,2022
367,"Good Health Insurance plans
Good benefits","Long work hours
Weekend work
Poor work life balance",Senior Solution Specialist,27,Jun,2022
368,"Pay, environment, company culture, and training.",Lots of redundant trainings and declaring of personal information.,Senior Consultant,27,Sep,2022
369,"Great benefits
- good exit ops",long busy season hours. (which is normal for public),Audit Senior Associate,27,Sep,2022
370,Great culture filled with knowledgeable people.,Average pay and difficult to align on projects of interest.,Anonymous Employee,23,Sep,2022
371,"Love the work we do. Seriously, rewarding. It is project dependent, but it's worthwhile. Benefits are wonderful.","Different talent models, so be aware when signing on.",Project Delivery Specialist,13,Sep,2022
372,Job straightforward and is easy and okay.,Sometimes it is not okay,Compliance Analyst,28,Sep,2022
373,"- Impact Driven Company
- Amazing Colleagues
- Top Tier Benefits","- Not the most competitive pay (depending on the team)
- Sometimes unreasonable expectations for work outside of primary role
- High variability in employee experiences based on the project you're on",Manager,15,Aug,2022
374,"- Flexible workplace and remote work possible
- Good PTO and other benefits",- Firm initiatives is factor into Bonus,Senior Consultant,23,Sep,2022
375,"Great benefits, DU is really cool, and the people are friendly. Pay is amazing. You can tell they care about your mental health/wellbeing and know that the client work can take a toll, so you are compensated and cared for well. Lots of vacation, wellness stipends, etc","Client work is tough and not for everyone. Teams or practices that care about your well-being will help offset this, but there is always a lot to do.",Senior Consultant,12,Jul,2022
376,"You get a reasonable amount of time off, depending on sector and role you get somewhere between 3 - 5 weeks you can take off each year
I've liked or felt neutral about most employees I have met.","Utilization, makes it weirdly complex to account for time off, often PTO isn't 'utilized', Utilization is a significant factor in promotions and raises
Some Red flags like 'if you are a team player you will work extra to make sure the job gets done'
Initiatives are a weird expectation that sort of force people to work overtime on projects that are usually internal, basically Deloitte is paying for them instead of a customer. this is also a factor in promotions and raises",Consultant,22,Jun,2022
377,"Great benefits, competitive compensation, plenty of oportunities.","Your experience depends a lot on your team - you could have reasonable working hours and great learning opportunities or horrible hours and mundane work. However, if you take initiative you should be able to land a team you're happy with.",Advisory Manager,30,Aug,2022
378,"very good beifits, team management is great.",cannot be on bench for more than 5 weeks. getting a project you want to work on or you desire to work in is difficult,Solution Specialist,21,Oct,2022
379,"Deloitte is a huge ocean, opportunities are potenially endless. However, with the right climate, career growth and gratification can be attained! When I say climate, meaning supportive leadership, self-interest, and compensation are all aligned; Deloitte can be a pinnacle of oppurunities!","Some instances of over-promising goals and under-delivering to clients, leave consultants overwhelmed.",Solution Specialist,10,Aug,2022
380,"Deloitte is a huge ocean, opportunities are potenially endless. However, with the right climate, career growth and gratification can be attained! When I say climate, meaning supportive leadership, self-interest, and compensation are all aligned; Deloitte can be a pinnacle of oppurunities!","Some instances of over-promising goals and under-delivering to clients, leave consultants overwhelmed.",Solution Specialist,10,Aug,2022
381,"Flexible schedule, pay is good and still offers a pension plan. Company is huge and just about everywhere.","Getting stable work can be difficult. Performance is based on utilization, and as a new hire it can difficult to find projects. Lots of short term work, which means you can end up constantly looking for a job.",Manager,3,Aug,2022
382,"Pros: Lots of training provided for skill upgrades. Exposer to many customer. Compensation is competitive. Benefits is similar to other organization, nothing exceptional. 401K company matching will be given after a year only. GC will be filed after a year only.","Cons: Joined Deloitte because of its global presence. Incase of any inadvertent situation its next to impossible to moved from one entity to another. No support from the org if you stuck with any visa issue(like visa stamping) in another country. You will be put in loss of pay category until your visa issue is resolved and you return to work. Because of compliance issue, you cannot work remotely in any other country apart from where you are hired. Zero assistance/support from the org either to resolve the visa issue or moving to another entity or any other financial assistance. All the expenses will be on your own costs only. Be careful before joining the company specifically if you are a visa holder.",Senior Solution Specialist,7,Aug,2022
383,Great people to work with,Schedule can be unpredictable and changing,Consultant,23,Sep,2022
384,"- great opportunities for movement within the firm and across industries - great benefits, decent pay - good time off and holidays - great people, support network, and training","- long hours, high-stress and lots of constant pressure - lends itself to the nature of consulting work: under budgeted, under staffed, over committing to clients",Advisory Senior Consultant,7,Oct,2022
385,"If you're a young bachelor, with a lot of time to dedicate for work this is great place to be. Lots of travel and other perks! Great learning too",Hectic work culture oftentimes depending on the team you get assigned to,Business Technology Analyst,1,Sep,2022
386,Love working here at Deloitte.,Nothing I can think of right now.,Manager,26,Sep,2022
387,Culture is pretty cool 1,Working remote sucks 1 2,Senior Consultant,21,Sep,2022
388,"Networking events
Alot of young folks
People are willing to help you 
A lot of different things to try
W/L balance is great","If you're a CS major, there is VERY LITTLE coding work to do. Majority of it goes to Deloitte India. There is ML, AI and Data Engineering work you can find but Software development work is very hard to get. You end up getting assigned to Functional roles, and frankly you don't want to get your time wasted like that!",Solutions Engineering Analyst,22,Jul,2022
389,"very nice people, workplace was great",busy season equals long hours,Auditor,25,Sep,2022
390,"Great place to start your career. Work with lots of like minded, bright people. Great benefits, started with 5 weeks of PTO.","Long hours, especially during busy season. PTO is blacked out based on busy periods.",Audit Senior,2,Sep,2022
391,Variation in project opportunity for experienced hires,Availability of project work Subjective and non-holistic performance evaluation system,Consultant,26,Oct,2022
392,Deloitte pays well compared to others,Not a friendly firm to work,Cyber Risk Analyst,23,Sep,2022
393,"Depending on line of service, there is great flexibility at Deloitte. As long as the work gets done there should be no problems.",Finding help/work can be challenging early on.,Consultant,9,Sep,2022
394,Great learnings for 1st job across multiple diciplines,"Some long hours, and days",Consultant,21,Sep,2022
395,"Good team, lots of learning",Analyst do busy work most times,Business Technology Analyst,23,Sep,2022
396,Highly competent team members. Vacation days is good.,Too competitive and hierarchical and burns people out,Assurance Senior Associate,13,Sep,2022
397,Great for starting your career,Lot of bureaucracy in the internal roles,Manager,20,Sep,2022
398,Good work experience for career,Poor work hours/ corporate ladder,PROJECT DELIVERY SENIOR ANALYST,27,Oct,2022
399,Deloitte is a good company,nothing as such the work pressure is more,Manager,22,Sep,2022
400,Solid culture of doing the right thing in the marketplace. Takes care of their people. serious investment in leadership development.,Sometimes you don’t know what you don’t know.,Manager,8,Sep,2022
401,Gain a lot of experience,Can be high stress during busy season,Audit Senior,21,Sep,2022
402,Comp and culture are fantastic,Way too many hours. Very onerous role,Senior Auditor,19,Sep,2022
403,good culture and great happy hours,Hours can be long depenidng on project,Analyst,20,Sep,2022
404,Growth and variety of projects,"Low ball offers, below industry average salaries, norm of working 10+ hours",DC Solution Analyst,15,Sep,2022
405,"Relationships 
Benefits 
Pto
Quick advancement","Long hours
Lots of stress
Little support from management",Senior,19,Sep,2022
406,"Amazing teams, managers that want to promote your growth, and challenging projects that offer skills. Constant L&D programs and certification support. Fantastic benefits. Great salary & bonus.","Different talent models. Try to steer clear of anything outside of Core/Traditional because although the pay is similar, the benefits are far less.",Senior Consultant,12,Aug,2022
407,Learn a ton for sure,Work forever work forever work forever,International Tax Senior,21,Sep,2022
408,There are some Nice perks,The Long hours are taxi g,Tax Consultant II,23,Sep,2022
409,Okay in certain areas of the firm,"Not diverse, difficult to get promoted if you don't fit the yt, male/female trope",Design Manager,16,Sep,2022
410,Okay in certain areas of the firm,"Not diverse, difficult to get promoted if you don't fit the yt, male/female trope",Design Manager,16,Sep,2022
411,Great atmosphere with a learning environment that pushes for the most out of it's employees.,Workload can be very high and very low at times. Be prepared for the inconsistency.,Consulting Analyst,8,Sep,2022
412,"Benefits, PTO, entry-level experience, culture","slow promotion/ raise, repetitive work",Engagement Financial Advisor (EFA) Analyst,19,Sep,2022
413,"Great work life balance
Great team
Advancement Opportunities 
Great leadership",Nothing negative to say right now,Solution Analyst,17,Sep,2022
414,Lots of perks and care for employees well-being,"You must stay on top of your work, or you are doomed",Senior Program Manager,12,Sep,2022
415,Opportunity and encouragement to move around,Bonus percentage promised on offer is only if one gets top rated. Lot of networking needed to get right projects.,Manager,18,Oct,2022
416,Great place to earn your career and network with credible people!,"Large firm, so it is difficult to negotiate pay.",Analyst,12,Sep,2022
417,This role provides you to great exposure in solving complex problems for global companies in a client-facing environment,Long hours are not uncommon on projects,Finance Technology Senior Consultant,9,Sep,2022
418,Good company to work for,Too many member firm dependencies,Manager,22,Sep,2022
419,Great people who are kind and knowledgeable. Plenty of opportunities to work on interesting projects that will challenge you.,Long hours during some parts of the year.,Tax Manager,7,Sep,2022
420,"Love Deloitte, great benefits, and fair salary. Opportunities to be promoted within your first 2 years. A company you could make a life with if you like hard work.","It's very project specific, but knowing that there are high expectations of people within the company and the workload is high.",PROJECT DELIVERY SENIOR ANALYST,9,Aug,2022
421,Very smart people and challenging work,Long hours of working and travel,Sr Manager,18,Sep,2022
422,Everything you could possibly want as an employer,"Slow to adapting to the changing workforce, ie: younger people, people of color as a majority and sub-groups (lgbtqia sub-groups, ethnic/racial sub-groups)",Risk Specialist,6,Sep,2022
423,"Supportive and collaborative culture, with smart people
Empowering innovative individuals for ideation
Available resources for value adds
Corporate perks","Work-life balance
Nontransparent, unfair compensation
Failure to retain smart and hard working talent
Redundancy in go-to-market strategies and assets reinventing the wheel
Siloed teams and groups",Senior Consultant,26,Jul,2022
424,Gain experience. Nice enough people.,You work so so much. Job is mostly data entry.,Tax Consultant I,3,Nov,2022
425,Professional development and the people,Busy season is tough but you learn a lot,Tax Consultant,16,Sep,2022
426,Great training and career accelorator,"Not always clear in tasks, work/life balance not a priority- intimidated to look for jobs within",Anonymous Employee,12,Sep,2022
427,Deloitte is very big on social impact.,"If you’re a solutions specialist, you don’t get the same benefits as a core consultant.",Solutions Specialist,16,Oct,2022
428,Flexible hours and work from home,Poor managers and hard to transfer,Senior Consultant,13,Sep,2022
429,Name recognition for your resume,"Poor work life balance, low pay (for the amount of hours worked), management can play favorites.",Auditor,18,Oct,2022
430,Good starting place for career. Lots of opportunities.,Rigid corporate structure and internal policies can be difficult to navigate.,Consultant,13,Sep,2022
431,"Challenging and interesting works, smart people",Lack of work life balance,Audit Manager 3rd Year,13,Sep,2022
432,Flexibility in terms of project work,Difficult to find projects occasionally,Human Capital Consultant,16,Sep,2022
433,"- Work culture
- Team Support
- Global opportunities",- Lack of good mentors/career coaches,Audit Senior,13,Sep,2022
434,"Great Training, Diversity in clients","Large Clients so for entry-level positions, you don't have much impact.",Analyst,22,Oct,2022
435,The culture is great and the people are nice,The work life balance is not always great,Assurance Staff,12,Sep,2022
436,"Great skills training, 401k and Pension, Health Benefits, friendly and straightforward team members, salary and incentives are good but not great","Clients and Deloitte may expect long hours, especially dependent on your role. Some, though not all, companies in industry pay better.",Advisory Consultant,13,Aug,2022
437,"Opportunity to work with smart coworkers, lots of room to learn and grow in a fast paced environment","Typical cons seen in public accounting, long hours",Senior Assistant,2,Sep,2022
438,"Get to work with smart people, Deloitte university is awesome.","Long hours during busy season, no flexibility at all during busy season",Audit Assistant,8,Sep,2022
439,"Good for networking
Good Bonus",Too much competition and need to be in project,SAP Consultant,14,Sep,2022
440,"experience with big clients, nice office, free nice meals","low work-life balance, always busy season",Senior Consultant,4,Nov,2022
441,Remote opportunity. Wfh is the one benefit working in this company,Long working hours. Lots of work,Solution Specialist,13,Sep,2022
442,"*Flexible hours
*Great people
*Opportunities to many different types of projects that fit your interest","*Often have to work above your job description
*Turnover rate once you get to Senior Consultant is very high",Risk and Financial Advisory Consultant,1,Sep,2022
443,A lot of exposure to different areas,Long work hours and busy days,Management Consulting Analyst,15,Sep,2022
444,"- good training 
- amazing connections","- no individual coaching
- low pay, low retirement benefits",Risk and Financial Advisory,12,Sep,2022
445,A lot of money; lot of perks.,Too many morons higher up; too much busy-work; not much scope to learn or to use the brain.,Senior Consultant,19,Sep,2022
446,Overall Work-Life Balance is Good,Remote training is not as good as in-person experience,Tax Consultant II,14,Sep,2022
447,- Opportunities and exposure is huge here - Very smart people - Some people are not at par and get hired just because of the GPA,- Mico-Management (depending on the team) - No work life balance,Data Analytics Specialist,5,Oct,2022
448,"Good Place to work. 
Great work life balance",Project don't get assigned easily,SoftwareDeveloper,15,Sep,2022
449,good environment and an academy to learn,no parking to park your car,HR- Consultant,12,Sep,2022
450,"From my experience, co workers are great and really helpful. The company is flat so I’ve reached out to almost every level at the firm and gotten quick responses for questions and meetings 

Great benefits - lots of PTO, different subsidies, educational opportunities, plenty of internal trainings and community groups, and 100% remote work is an option for some projects","Can be fast paced or push you out of your comfort zone. Projects may have a steep learning curve from onboarding to contribute 

Transition to product management is a bit confusing. Also the lines of work where your placed may not align with your career goals initially, but you can transfer if you pursue it.

There may be a buzz word/ start up culture; looking to implement the latest industry craze in tech without clear business cases for it.",Senior Consultant,13,Apr,2022
451,Good pay and benefits. Easy money.,Rat race from day 1. Deloitte “game” isn’t for everyone.,Sr Consultant,12,Oct,2022
452,Very demanding but if you have the right attitude it is wonderful. Diamonds are made under pressure and Deloitte approaches its employees as high level investments.,Very demanding and intense. Ability to handle different personality types can make or break you.,Manager (Public Sector),21,Jun,2022
453,Good pay and good environment,Nothing at all to complain about,Solutions Specialist,15,Sep,2022
454,"- Supportive leadership and team
- Perfect balance between work and play (Happy Hours and team bonding events a plus)
- Manageable workload
- Competitive salary for recent grads and experienced hired","- PDM Model doesn’t have sufficient PTO allowance
- Sign on bonuses could be better
- Government clearance process takes too long",PROJECT DELIVERY SENIOR ANALYST,27,Jul,2022
455,"-Abundance of resources
-Renewed focus on DEI and Equity
-Great work environment if you know how to setup your boundaries
-Great place if you have multiple interest areas
-Good starting good for someone who is starting their career or choosing a new career path
-Compensation is catching up with competitors","-Hectic projects if you are not careful about setting your boundaries
-Performance Management is improving but still a work in progress
-Can be overwhelming if you become involved in multiple initiatives outside of your project work",Human Capital Consultant,16,Jun,2022
456,Looks great on resume after.,busy season you will work alot of hours.,Audit Associate,13,Sep,2022
457,Good work life balance here,Hard to transition into other services within Deloitte,Senior Audit Assistant,13,Sep,2022
458,"Ability to own your career, pick what you work on. 
Need to have proven yourself",Can be hard to navigate the firm if new.,Manager,4,Sep,2022
459,"Good pay, benefits, CULTure. People are very nice & fun","Not much room for growth. Promotions are few and far between, don’t expected to be rewarded for good work. People who love the company and stick with it are promote even if their work is subpar, leading to serious lack in leadership and fostering a work environment that does not promote learning and career growth",Consultant,15,Sep,2022
460,well cooperative company and team,salary should be on high side,Business Analyst,15,Sep,2022
461,"over ten years now. Good firm, very professional, highly supportive, strongly achievement oriented and Ive never looked back. Good people. Great company.","Getting hired was difficult, arduous process, almost too much. They put so much into diligence that they loose good people. I went through a platinum staffing partner (recruiting agency) who knew the process and was able to very nicely navigate but others werent so lucky. A few colleagues also had great success with this firm. 
Sometimes I am over utilized and put in way more hours than I should, and can bill. This is an issue and will result is poor retention if not corrected.",Consulting Senior Consultant,7,Jun,2022
462,"friendly culture, work/life balance, hands off in career management",lack of real onboarding and training sometimes has new hires feeling lost,Manager,27,Aug,2022
463,Benefits and the ability to network,Big firm gotta work for projects,Business Analyst,14,Sep,2022
464,Not a place to work,"Unethical practices, poor work culture, worst pay",Senior Consultant,3,Nov,2022
465,Really good connections and good work,There were no cons please stop,Business Technology Solutions Analyst,13,Sep,2022
466,"Culture, and benefits and people",The amount of hours and work-life balance,Senior Auditor,12,Sep,2022
467,So many opportunities to grow,The push for community involvement/corporate responsibilities can be overbearing when your daily workflow is interrupted by these firm agendas.,Senior Manager,25,Aug,2022
468,"They offer a lot of opportunities for training, if you want to stay late and work around the clock…","Cybersecurity training is secondary to corporate consulting and inhibits growth as a security professional. 
They expect you to give up your whole life to the company and want to know EVERYTHING about your life.",Cyber Risk Consultant,12,Sep,2022
469,"Great PTO (5 weeks), plenty of built-in holidays (around 20 days), great extra benefits like the wellness subsidy, lots of opportunity to learn, lots of flexibility once you have some seniority, and great resume builder. Salaries have gone up a lot closer to market rates.  If you have a good team, your life will be much easier.","Busy season is busy season of course. Possibly long hours during interim and planning as well. 401k match could be much better. They are constantly rolling out new technology which can lead to a lot of frustration. If you’re on a bad team, your life will be much harder. Understaffing is usually an issue.",Anonymous Employee,4,May,2022
470,My team is really nice and helpful,Project is not assigned yet,Tax Consultant,10,Sep,2022
471,Everything is great. I love the work and people.,I have nothing to complain about.,Anonymous Employee,6,Sep,2022
472,Great place to work with great people,I have yet to find anything worth putting in con list,Analyst,7,Sep,2022
473,"Career expansion, pay back grad school tuition",hours can be rather stressful,Consultant,11,Sep,2022
474,New grad. people are nice,more freedom for project selection,Business Technology Analyst,12,Sep,2022
475,PTO is a month long,Benefits are pretty standard like 401k,Cloud Engineer,12,Sep,2022
476,"Pay, health insurance, network, diversity","Long hours, low international mobility (it's relatively easy to transfer to another office within the U.S. but when it comes to international transfer, they do not support permanent relocation but only temporary deployment opportunities.)",Audit Associate,4,Oct,2022
477,Massive network and so many opportunities to learn,Must be a self-starter to really develop,Senior Consultant,6,Sep,2022
478,"Great benefits, perks, work & life balance","Career growth,. Sometimes there are lots of job openings. But extremely hard to move into them.",Sr. Recruiting Specialist,12,Aug,2022
479,"- Smart, kind, authentic colleagues and leadership (99% of people I've worked with I'd like to work with again)
- Great place if you want a clear track for advancement, eager to learn new things through formal learning paths and your daily teams
- Opportunities to pursue different paths if/when you choose","- Firehose of a start - lots to do, learn, networking - if you can make it through the first 6-12 months you'll find a good pace
- As with anywhere, you need to set boundaries or you'll burnout by saying ""yes"" to everything - leaders/teams want to know what your boundaries are so it's ok to verbalize and set them, but if you say yes to everything people will continue to come to you with new/additional things","Senior Manager, Client Services",12,May,2022
480,managers seem knowledgable about what they do.,they are very strict about the things they do.,Manager,7,Sep,2022
481,Great place to work for sure,not bad place to work,Manager,8,Sep,2022
482,Great place to build a career,Work life balance is not great,Audit Senior Assistant,9,Sep,2022
483,"flexible structure, good benefits, good people","lack of internal mobility, long hours",Audit Senior,8,Sep,2022
484,"The pay is good
Benefits are very nice
Opportunity to work several type of project","Work life balance can be heavy
Hard to find a project align with technical skill set
Often have to network to find a project within the company",Solutions Engineer,8,Aug,2022
485,"- Great support in times of need
- Relatively competitive salary as you get higher up (50% CAGR from start to y7)
- Great healthcare
- Good people","- Culture of long hours
- Skype has to be green to be seen as productive 
- A lot of busy work",Strategy Manager,9,Aug,2022
486,"Work life balance 
Good benefits 
Opportunity to work in different industries
Great social activities",Sometime the pay is less in certain locations,Anonymous Employee,31,Aug,2022
487,"- impressive and giving people 
- career growth infrastructure
- flexibility to focus on strengths","- demanding time commitment
- feels short-staffed sometimes",Engagement Financial Advisor (EFA) Analyst,30,Aug,2022
