,pros,negs,profession,day,month,year
419,"team building, networking, yearly fitness bonus","long work hours, expect to work weekends, constant travel",Consultant,17,Oct,2021
420,"Great team, great environment, everyone was so nice","During busy season, the working hours were really long",Audit Staff I,3,Oct,2021
421,Fancy name to put on the resume,Brutal hours and bad culture.,Senior Associate,4,Nov,2021
422,“Best” public accounting firm in the world,"Insane hours for busy season, not worth it when you’re a salaried employee",Audit Associate,17,Oct,2021
423,There are great career opportunities,Workload can be a lot sometimes,Audit Assistant,1,Oct,2021
424,Get to work on multiple tool stack and technologies,"Low comp, overutilization, bad work life balance, Lobbying, Poor management",Solution Architect,10,Oct,2021
425,work environment was very professional,salary was lower than other companies,Financial Analyst,1,Oct,2021
426,work life balance and great pay,inept working conditions and coworkers,Consulting,30,Sep,2021
427,"Good pay
Good experience 
Great place to learn
Amazing PTO & benefits","Hours 
Pay is likely more elsewhere",Consultant,30,Sep,2021
428,Great learning and Talented collegues,Work might get hectic at times,Consultant,1,Oct,2021
429,"People, training, expensed meals (when you travel)","work/life balance doesn't exist in consulting, often working west coast projects, nightly calls with India",Senior Consultant,11,Oct,2021
430,Get to work on many different types of projects. Pay is decent,Difficult to break out of consulting once you’re in it since your responsibilities don’t align with most tech or client side companies,Senior Consultant,15,Oct,2021
431,"work is relatively easy, can achieve excellent work life balance on chill projects","managers and above tended to have little to none technical skills that are necessary for the project (not outstanding at project management either), contribute little to projects, and rely solely on seniors & staff to google + struggle through",Senior Consultant,15,Oct,2021
432,"-Incredible opportunity for growth and maturation 
-Practitioners are cared for through compensation and benefits 
-limitless trainings available, use it to get to where you eventually want to be","- growth and elevation is through timed cycles, incredibly impactful work can be felt as if it went unseen
- cringe culture, they’re trying though",Strategy Consultant,30,Sep,2021
433,Great company to work with,Not off the top of my head,Audit,30,Sep,2021
434,Great Great Great Great Great,Work life balance sometimes not,Analyst,30,Sep,2021
435,"amazing people, and great work environment",long hours and high stress deliverables,Intern,30,Sep,2021
436,good benefits; great company to start off your career and gain experience,little room for promotion in enabling areas,Lead Business Specialist,15,Oct,2021
437,"Steep learning curve, lots of different areas of experience, mentorship, community, lots of connections","overworked when understaffed, no overtime for busy season",Senior Auditor,29,Sep,2021
438,"Simply put, if you are offered an opportunity to work here grab it. Deloitte has a culture of collaboration and fostering growth.",Work life balance could be better,Manager,30,Sep,2021
439,"- Great benefits
- Lots of opportunities",- Not much room for growth,PROJECT DELIVERY SENIOR ANALYST,30,Sep,2021
440,"Talented colleagues
Project experience could be interesting","Pay not competitive, especially for long haulers
Tech skills may get atrophied",Manager,30,Sep,2021
441,"Good benefits, especially for women. Diverse work force.",Deloitte is sending people out into government positions to change policies on behalf of the Firm. They stay a short time and accomplish their purpose and then go back to Deloitte and are made Partner.,Human Resources Manager,11,Oct,2021
442,"WFH. depends on team, engagement","compression of workload. depends on team, engagement",Tax Senior,14,Oct,2021
443,Great people. Lots to learn.,I Burned out and had too much administrative overhead,Managing Director,28,Sep,2021
444,"Awesome place to gain a lot of experience and exposure, in areas of interest. Almost everyone you work with is intelligent, and brings a unique perspective to the work place.","With Covid, a lot of consulting perks were taken away. Also, many head count cuts which resulted in understaffing on projects.",Consultant,29,Sep,2021
445,great work experience and great exit op,"long hours, too much work",Audit Associate,29,Sep,2021
446,Lots of opportunities for professional growth and decent benefits package. Structured promotion policy.,Compensation is not commensurate to the amount of work and responsibilities involved.,Advisory Manager,29,Sep,2021
447,"Work life balance, perks, good teams, growth","Hierarchy, slow promotion, could go to a private company and make more money",Producer,29,Sep,2021
448,Most people I worked with were genuine,Longer term projects that are incredibly nuanced with messy data,Senior Technology Consultant,29,Sep,2021
449,"great benefits, investment in employees, salaries are good","can be a meat grinder environment, expectation to do proposal, firm initiatives, coaching, mentoring, etc.",Project Delivery Manager II,29,Sep,2021
450,"great benefits, investment in employees, salaries are good","can be a meat grinder environment, expectation to do proposal, firm initiatives, coaching, mentoring, etc.",Project Delivery Manager II,29,Sep,2021
451,Good place for Career development,There are multiple streams internal which causes imbalance,Project Delivery Specialist,29,Sep,2021
452,"Great benefits, exposure to a ton of different things","They don't have to pay market rate for their employee's because of the prestige of working here, so they don't",Consultant,13,Oct,2021
453,"Company Benefits
Company Incentives
Well - Being Program
Informative",I do not have any Cons.,Senior Analyst,28,Sep,2021
454,"Lot of opportunity for advancement; interesting projects; supportive, collaborative team members; fantastic benefits","There is no shortage of work, if you're looking to coast in the background and not contribute - not the place for you.",Specialist,28,Sep,2021
455,working at deloitte even for a year will give you remarkale skills that you can apply to your next job,too many compliance requirements that you get flagged for if you don't comply,IAM Consultant,28,Sep,2021
456,Had an amazing internship with the firm during busy season of 2021. The people are friendly and cool. Managers are easy going and highly knowledgeable.,"I wish I had met actual clients during my internship, but it was rather hard having the internship fully virtual and be able to experience that.",Audit Assistant,28,Sep,2021
457,Nice people. Good working environment,Need to work long time time to time,GPS Risk and Financial Advisory,27,Sep,2021
458,"Grad school sponsorship, good work life balance (project-dependent), ability to travel, great people",Entirely based on who you know,Consultant,28,Sep,2021
459,"Reputation, focus on networking, Deloitte University","Understaffed, expectation to always be reachable",Analyst,28,Sep,2021
460,"Flexibility, work life balance and compensation",Large company can be hard to navigate,Senior Consultant,26,Sep,2021
461,Excellent and great work life balance,None identified at this time,Consultant,27,Sep,2021
462,Great pay and opportunity for growth,Long hours at times on weekends,Consultant,27,Sep,2021
463,The people are wonderful. They truly want to get to know you and help to improve your Deloitte experience.,Long hours and high workload due to current staffing state.,Human Capital Analyst,27,Sep,2021
464,Nice people and diverse environment.,Pay at times and work life balance.,Senior Tax Accountant,27,Sep,2021
465,The company offers good benefits,Work life balance is hard to achieve,Tax Consultant II,11,Oct,2021
466,"Good Pay, looks great on resume","stuck doing one thing, very political, clicky, some partners can be very mean, different people get different treatment (based on race/gender)",Tax Consultant II,12,Oct,2021
467,"friendly work culture, increased job flexibility",long working hours specially during busy season,MBA Candidate,26,Sep,2021
468,"Variety of work across industries, clients, and projects. Getting to work with really smart people. Great benefits",Can be high burn workload and have less control over schedule because it depends on what the client needs,Senior Consultant,26,Sep,2021
469,"The Exposure it gives
The Experience you will get
Brilliant minds to work with
Large projects to work on","The Workload
clear, specific expectations and guidance",Assistant Manager,27,Sep,2021
470,Great place to learn and build experiences.,pay is lower then most companies,Devops Engineer,27,Sep,2021
471,"Good people, better opportunity to learn","Bad pay, overtime work especially on bad cleints",Consultant,27,Sep,2021
472,Endless opportunities.. you just have to network your way into them,"Pay can be better, and analysts deserve bonuses and retention bonuses !",Analyst,27,Sep,2021
473,"Challenging, good colleagues, ways to give back",Work life balance and constant budget constraints for employee-facing programs,Director of Culture,27,Sep,2021
474,"Great network if you find the right one, your opportunities are endless","Work 24/7, wrong team will make your life truly miserable.",Senior Consultant,27,Sep,2021
475,"Experience, people, opportunities, structure, pay","Structure, demand, hours, movement, clients",Associate,8,Oct,2021
476,you get to say you work at Deloitte,"you work at Deloitte. nothing great, but get treated like a doormat",Consultant,26,Oct,2021
477,"Lots of great people, lots of great opportunities and really impactful work",You need to be proactive to find it because there's also a lot of projects that are ho-hum / just need warm bodies to deliver work,Senior Consultant,26,Sep,2021
478,"* Great people
* Tremendous learning and growth opportunities
* Deloitte has really good training","* Pay could be much better
* Lacks work life balance (burn out)",Audit Senior,26,Sep,2021
479,"Supportive teams 
Exposure and growth opportunities","Poor Compensation 
Work life balance",Manager,8,Oct,2021
480,"If you’re willing to work hard and network, sky is the limit. Great female leadership.","Work life balance isn’t the best, especially during your first year and as you get accustomed to the culture. Learn and practice boundary setting. Likely to try low balling you so be prepared to negotiate.",Senior Consultant,24,Sep,2021
481,Good focus on career development and exposure; emphasis on community and skills,Poor work-life balance; lower salary than other top tier consulting firms,Consultant,24,Sep,2021
482,Good Place to work. and always have something to do.,the lead position is crowded.,Software Developer,8,Oct,2021
483,Abundance of learning and work opportunities,"Not easy to network remotely, and harder to find what you like doing when stuck on boring engagements",Cyber Risk Analyst,9,Oct,2021
484,"* 5 weeks PTO (consultant level)
* Decent pay
* Lots of opportunity for career growth, promotions, raises, and bonuses
* My position is fully & permanently remote
* Financially stable company
* Lots of recognition for achieving milestones
* 16 weeks paternity leave (best I know of in the U.S.)
* Co-workers truly care about each other (at least on my team)
* Deloitte has sponsored me to take courses and earn certifications","* GPS employees have to live in the U.S.
* I've worked several 50 hour weeks in my first few months already
* Job requirements are not always clear, but that's why they need me 😂
* Deloitte does have a reputation for underpaying its tech people compared to market value",Software Engineer,14,Sep,2021
485,Good for career development and great people,None that I experienced while there,Risk Intern,24,Sep,2021
486,Great supportive network; outstanding benefit package; many opportunities for growth and advancement with coaching along the way.,"W/L balance talk and emphasis, but find difficult to follow through/ to find balance given the requirements (expectations) of Senior Manager roles. Pay does does not reflect work load or burden/stress.",Senior Manager,18,Sep,2021
487,"stable, lots of resources and opportunities","bureaucratic, highly dependent on working team",Manager,24,Sep,2021
488,Industry and module exposure is decent,Easy to get lost in a firm of that size,Supply Chain Consultant,8,Oct,2021
489,Nothing better than being a partner in a partnership.,There's an old guard that limits advancement by new partners.,Partner,8,Oct,2021
490,"smart colleagues
challenging work
opportunities for growth","(at the time) travel
repetitiveness of processes",Anonymous Employee,22,Sep,2021
491,"Huge amount of resources to draw upon, many people to help and friendly environment.","Hours can be long, trying to keep up with client work and company contributions can be taxing.",Solution Manager,22,Sep,2021
492,Pays well. good looking job on my resume,No flexibility. No opportunity for outside projects,Consulting,23,Sep,2021
493,team is nice and helps you,long hours and bad management,Accountant,5,Oct,2021
494,"-relaxed culture
-people very warm
-other summer scholars are nice","-boring sometimes
-not much to do",Business Analyst Summer Scholar,7,Oct,2021
495,Good projects is good stuff,Travel is very good so,Business Analyst,21,Sep,2021
496,clout you get clout at deloitte,hours are quite very bad,Associate,21,Sep,2021
497,"Great employee benefits, understanding team, tools available","Long hours, on the job learning (this could also be a positive)",Manager,22,Sep,2021
498,Great benefits and team atmosphere,Must work hard to advance,Senior Manager,22,Sep,2021
499,Good list of clients to work with,Pay is slightly lower when compared to market rate.,Senior Consultant,22,Sep,2021
