,pros,negs,profession,day,month,year
453,"Great people, incredible resources for professional development, open culture","Not always transparent in terms of review processes and feedback, need to work on increasing diversity of professionals",Analyst,24,Feb,2021
454,Solid job to begin your career,Had to basically find a new job every six months.,Senior Consultant,24,Feb,2021
455,Good company overall with interesting projects,No work life balance at all,Senior Marketing Manager,7,Mar,2021
456,"Good benefits, good working environment","Training not good, hard to find a project",Senior Consultant,10,Mar,2021
457,"Extremely smart, driven people and a great local office culture","Ridiculously unpredictable work-life balance, always hunting for new projects, lack of clarity with performance review / compensation system",Consultant,10,Mar,2021
458,Decent work life balance comparatively,Turning into a tech firm,Consulting Business Analyst,23,Feb,2021
459,"Good, Fun, people, caring, like","None, None, None, None, None",Auditor,23,Feb,2021
460,Good Health Insurance options. I cannot really think anything postive.,"no work & life balance
Used Covid as an excuse to not give anyone raises",International Tax Senior,29,Mar,2021
461,Vacation time and flexibility to WFP,Culture and compensation - comp is egregious,Consultant,10,Mar,2021
462,"- Good perks
- Not much more","- Plan for resourcing - I was laid off, and then a few months later they were hiring like crazy because they had laid off too many people
- Not real work - just a lot of busy work",Senior Consultant,10,Mar,2021
463,Many opportunities for different projects,Impossible to get settled into a career path unless you're an experienced hire. Get put where you're put,Solution Analyst,10,Mar,2021
464,"Flexible, forward looking, innovative, tech centered","Extra demands, wants additional work for firm initiatives",Senior Consultant,22,Feb,2021
465,Amazing learning experience across different account,High competition among employees at the same level,Specialist Master,22,Feb,2021
466,Employees own their own career and grow at the pace they are comfortable with.,Work Life Balance is not the best,Manager,23,Feb,2021
467,"Travel perks, and a lot of networking","long hours, lack of work life balance, big company",Analyst,23,Feb,2021
468,Work life balance is good and so are the coworkers,Compensation could be better relative to other consulting firms,Consultant,23,Feb,2021
469,"-Great exposure early in your career to a variety of industries, customer issues, and internal working styles
-Deloitte University is simply amazing
-Lot of Type A driven ambitious folks all in one place.","-Burn out is inevitable if you are on a bad project (most are) and will work 70+ hours consistently with little to no feedback, mentorship or career progression. 
-Lower level employees do very little value add work that will be useful in their future careers. 
-Low emphasis on technology skills needed in today's job market place. PPT zombies.",Consultant,8,Mar,2021
470,"Good benefits, great to have on a resume, get to learn different skills","Long hours, underpaid, no tie to ""mission""",Analyst,9,Mar,2021
471,People really care about their teammates,The performance year process is burdensome,Consultant,9,Mar,2021
472,Fun place to work at post college,A lot of politics and people,Designer,9,Mar,2021
473,Reasonable pay and nice working environment with good culture,Busy season is tough but it is temporary for three months,Audit Associate,21,Feb,2021
474,good people to work with,bad commute for me every day,Sales Analyst,22,Feb,2021
475,I've always wanted to be a phlebotomist,There is none wonderful place to work,Certified Nursing Assistant CNA,22,Feb,2021
476,Opportunities for rapid promotion when ready and to change roles and gain a variety of experiences.,"Majority, but not all, opportunities are for Technology related services.",Managing Director,22,Feb,2021
477,"This position is what you make of it, you can learn a lot here",Sometimes there is a Traditional vs PDM gap in opportunities,Project Delivery Specialist,22,Feb,2021
478,Fantastic opportunities to learn and grow in your career,High hours and equally high expectations,Tax Manager,22,Feb,2021
479,Amazing benefits and perks for employees.,Minimal accountability from your team.,One Team Associate,22,Feb,2021
480,"Good benefits, decent pay, good team members, smart people",You will work 80 hours a week,Enabling Manager,8,Mar,2021
481,Lots of learning and networking opps,Large corporation makes it hard to get recognized,Business Analyst,22,Feb,2021
482,"Good People, Learn a lot","Long work, See no future",Audit Staff,22,Feb,2021
483,"Working hard at culture, value authenticity",Often crazy hours and lots of outside client work requirements,Human Capital Consultant,22,Feb,2021
484,Good work life balance and opportunities,No raise with covid pandemic,Business Technology Analyst,22,Feb,2021
485,Great people. Very smart colleges and fun culture,Hours/workload for many of the people are way too high,Project Controller,22,Feb,2021
486,"Support System and people
Career path opportunities
Competitive and great learning /development opportunities","Loyalty and performance does not equate to pay
Growth targets is adversely impacting overall culture",Management Consulting Senior Manager,8,Mar,2021
487,"Generous PTO policy
Flexible time
401k match is ok, better than nothing
Opportunities to learn and work on new technologies","Depending on projects, could be working on boring project for a long time
Co-workers usually not highly skilled",Studio Associate,19,Feb,2021
488,"Great people
Great opportunities
Huge company with diverse clients","Long hours 
Timesheets
Need to find a mentor",Senior Analyst,21,Feb,2021
489,PTO and other benefits are superb.,"Implementation of changes takes a significant amount of time, due to the diverse workforce.",Manager,21,Feb,2021
490,"Fun environment, good management, positive work environment",Limited opportunity for upward mobility,Analyst,21,Feb,2021
491,They care about your personal well-being and professional career growth. Great benefits and excellent PTO. They give the week after Christmas off for the whole company.,They suffer from big company issues such as a bad employee rating system that determines how you get raises and promotions. The compensation could be better and the internal job opportunities aren't always great or they hire externally. A lot of the interesting projects were located at the Deloitte in India which leaves communication issues.,Solution Analyst,20,Feb,2021
492,Good career options; leadership is interested in your growth which is important,Too much work pressure and traditional work style,Senior Consultant,20,Feb,2021
493,A lot of experience/ knowledge gained,"No work life balance, low pay for the hours worked",Tax Consultant,24,Mar,2021
494,Good benefits. Very flexible work,Good luck finding someone that wants to see you succeed.,Associate,25,Mar,2021
495,"Advancement opportunities, excellent benefits, friendly co-workers, first class office space.",Long hours and heavy workloads.,Security Operations Analyst,20,Feb,2021
496,"Plenty of flexibility, generous family leave policy",Limited career and salary advancement,Manager,20,Feb,2021
497,"Superior PTO, benefits, remote work, competitive salaries",Change is slow in a large company,Information Technology Manager,20,Feb,2021
498,"Good Pay
good place to learn","less or no increment
difference between core and delivery center benefits",Senior Consultant,20,Feb,2021
499,"Lots of benefits (especially pre covid), the work is intense because they pay a lot so it makes it interesting","Long hours, often work weekends",Business Technology Analyst,16,Feb,2021
