,pros,negs,profession,day,month,year
395,"Training opportunities 
Brand name on resume","Under paid
Not getting rewarded or recognized as one wishes",Consultant,16,Jan,2022
396,"good experience
generally pretty smart people","can be demanding
political at times",Tax Accountant,1,Jan,2022
397,"- Flexibility of time schedule if you are with the right team
- ~20 PTO and collective disconnect each year 
- Good insurance options, plenty of bonus opportunities, corporate discount
- Deloitte University is awesome!","- Extremely busy during the busy season 
- If you are unlucky and get assigned to a wrong team, you will have multiple busy seasons each year
- Though with good benefit, compensation is just okay",Audit Assistant,2,Jan,2022
398,"The experience is worth it, exposure to different types of projects, grow your skill set",Long hours and high stress,Advisory Manager,14,Jan,2022
399,"Exposure to large clients
Lots of Learning resources
Work Hours are typically stable",Mentorship for first years could be better,Advisory Analyst,1,Jan,2022
400,"Exposure to large clients
Lots of Learning resources
Work Hours are typically stable",Mentorship for first years could be better,Advisory Analyst,1,Jan,2022
401,"- Pay (relative to other firms)
- Perks (travel expensing, etc.)
- Training Programs/Learning (Can learn or work on anything at Deloitte)
- Network
- Top Clients","- Work Life Balance 

- Lots of Project management work

- staffing model",Consultant,14,Jan,2022
402,"Good experience, good people to work with most times","Hours are tremendous during busy seasons, especially with the current pandemic and understaffed situation at the San Jose office.",Senior Audit Associate,14,Jan,2022
403,Nice PTO benefits (21 days),"Long hours, no overpay, no comp or bonuses. Unpaid and understaffed",Transfer Pricing Consultant II,14,Jan,2022
404,"Great people, challenging, significant career development.",Public accounting - regulation and hours.,Audit Manager,29,Dec,2021
405,Good company to work for,Pay could be better at times,Managing Director,29,Dec,2021
406,"- Looks good on resume
- Opportunities to be client-facing
- Learn best practices and skillsets","- Long hours
- Tight deadlines
- High amount of stress",Analyst,13,Jan,2022
407,"Good culture and people
Work from home
Flexible schedule and good perks","Low pay
Not great work life balance",Senior Consultant,13,Jan,2022
408,"Great people and clients, growth opportunity",Hours and staffing issues in a competitive market,Audit Manager,28,Dec,2021
409,"Travel, pays well, client-facing, teaming","Travel lifestyle, long hours, hierarchical",Senior Consultant,28,Dec,2021
410,Good benefits and training. Lots of opportunities for growth.,Many projects and initiatives at once. Sometimes they can be a challenge to juggle.,I T Manager,29,Dec,2021
411,"Admittedly, decent name brand for future jobs. All other perks are the same at other consulting firms.",Can't trust HR at all because a tipoff regarding workplace abuse that was supposed to be anonymous was openly revealed to the person the complaint was made about. This led to even more abuse.,Strategy Consultant,9,Jan,2022
412,Good benefits and great people,"Pay, Work Life Balance, and Overtime",Assurance Senior Associate,12,Jan,2022
413,Interesting projects if you can find them. Work with other hard working individuals with similar goals.,Work / Life Balance non-existent. Can get stuck on projects - Partner refuses to release you if you are considered 'essential to the project' even if you express your lack of interest/want.,Consultant,12,Jan,2022
414,"Benefit, opportunity to lear, great colleagues","long hours, stagnant growth, little room to be innovative",International Tax Consultant,28,Dec,2021
415,"Benefits
Salary
Paid Time Off and holidays
Flexible","Work life balance
Large company is sometimes challenging to navigate",Senior Consultant,28,Dec,2021
416,Invests in employee training and skill building,"Senior Managers do not work well together.  Directors and principles favor the Senior Managers they have a history of working with thus limiting SM career advancement. Corporate diversity, equity and inclusion initiatives creates bias and reverse discrimination undercurrent.",Senior Manager,11,Jan,2022
417,"Work culture
Bonuses
Growth opportunities
Free Udemy
Free LinkedIn learning","Salary compared to market 
Vague evaluation criteria",Consultant,28,Dec,2021
418,Large organization; good benefits; young,Work Life Balance; Hours; Pay,Financial Analyst,11,Jan,2022
419,"Big client opportunities, competitive salary, mobility","Poor work life balance, long hours",Tax Senior,27,Dec,2021
420,Some mangers have Team work,To many friends and family,Customer Service Representative (CSR),27,Dec,2021
421,"decent PTO, benefits were good, able to work remote full-time","Do not ignore the negative reviews on Deloitte's PDM track. What you see is true, please avoid this track at all costs (RUN!). I cannot speak for other routes (traditional, advisory, etc.). As a PDM Senior Analyst, management was nowhere to be found or only cared about covering their own bottoms to the client. Coach was useless and unhelpful. There were multiple occassions where I expressed frustration with the team effort, bandwith and staffing issues; all were ignored until it was too late (my departure from the company). My project was so understaffed that it was so hard to take PTO for more than a day. The Deloitte disconnect week at the end of December is also a load of crap if you are required to support your clients during that time.",PROJECT DELIVERY SENIOR ANALYST,10,Jan,2022
422,"People are awesome
You learn a lot","Work you hard
Typically large company issues",Software Consultant,26,Dec,2021
423,Working-level folks under M level are good,Poor leadership; PPMD pushy about sales,Senior Consultant,10,Jan,2022
424,"good to work there, approved",no bad thing there at all,Specialist,26,Dec,2021
425,Great clients to work with and learn from.,Defective performance management process. To distinguish yourself from the herd you'll need to have many coffees and learn how to game the system.,Consultant,7,Jan,2022
426,It has a Good company name,CMG is suffering because of terrible leadership. Other parts of the firm are ok but not a great department to be in.,Marketing Associate,29,Jan,2022
427,Exposure to complex transactions and acceleration of career,work life balance and pay,Senior Manager,25,Dec,2021
428,"*Sharp coworkers
*Variety of projects
*Independent schedule management
*Accelerated learning if you try to keep up","*Long hours to meet utilization rates
*Lack of training
*High responsibility but standard pay
*High turnover means responsibility is thrusted upon you prior to promotions
*Everyone is overwhelmed with their workload and can't take time to train",Business Valuation Analyst,24,Dec,2021
429,They give you a lot of money,They overwork you a lot,Solutions Engineering Analyst,8,Jan,2022
430,"Competitive salary, good health plans and vacation","Work life balance is unachievable, growth opportunities are limited",RPA Manager,23,Dec,2021
431,"Salary, Benefits, Subsidies, WFH, Culture",Tough busy seasons but that’s the industry,Tax Consultant II,22,Dec,2021
432,"Generous PTO, Company holidays, emphasis on well-being, well-being subsidy","Sometimes work life balance isn't all there, but if you love the work you do it is not an issue.",Cyber Security Analyst,23,Dec,2021
433,"Decent money, good learning opportunity",Hours and time expectations can be overwhelming,Tax Consultant II,7,Jan,2022
434,"generous PTO, brand name, good healthcare","long hours, low pay, management lacks empathy, burnout, toxic work environment",Senior Audit Associate,24,Jan,2022
435,The perks and comfortable atmosphere.,I had to leave because I moved. :(,Administrative Assistant,22,Dec,2021
436,The people are pretty cool.,The hours are long and tiring.,Assurance Associate,4,Jan,2022
437,Good benefits and decent paid time off and holidays,Never get to use days off,Tax Senior,6,Jan,2022
438,"- Good investment into employee development
- Relatively good work life balance for consulting","- Really bad pay relative to peers
- Tendency to keep employees on projects for extended periods of time",Consultant,22,Dec,2021
439,It’s a good place to work.,Too many work hours and overtime,Staff Accountant,4,Jan,2022
440,It’s a good place to work.,Too many work hours and overtime,Staff Accountant,4,Jan,2022
441,good culture and hours in general,pretty low pay in general,Consultant,5,Jan,2022
442,decent pay and good benefits,"long hours, poor management top to bottom",Business Analyst,24,Jan,2022
443,"Good benefits, emphasis on true PTO",Impossible to move to new positions. Enabling areas staff are never promoted.,"Senior, Client Account Management",5,Jan,2022
444,"Work-life balance, government consulting, growth, network, consulting","Big enterprise, work culture, lots of moving parts",Advisory Consultant,20,Dec,2021
445,"Huge opportunities to learn
You become a problem solver
The global network is wealth of knowledge","Complex environment at executive level
Compensation is not that great for the level of responsibility",Senior Manager,21,Dec,2021
446,fun at some points and the bathrooms were close to,pretty boring though and had no breaks,Cashier,21,Dec,2021
447,Great exposure to clients and opportunities,Slow growth potential early on,Analyst,21,Dec,2021
448,"Good benefits, lots of opportunities for different industries, good people (so far)","Long hours, underpaid relatively to amount of hours worked, very ""drink the kool-aid"" type of vibe",Audit Associate,4,Jan,2022
449,Fast paced but tons of technology to learn with flexible leaders,"Long hours, a lot of context switching between projects due to their size",Lead DevOps Engineer,20,Dec,2021
450,"-Great Exposure to the market 
-great team to work with","-no work life balance
-long working hours",Tax Consultant II,3,Jan,2022
451,Good projects to work on,"More hectic work schedule 
Compensation is very low",Solution Specialist,3,Jan,2022
452,Great compensation for what is needed,Office is closing in my location,Cyber Security Policy Manager,18,Dec,2021
453,Best firm I’ve worked for,Leaving the firm was my one regret,Audit Manager,19,Dec,2021
454,Friendly team at work and outside,Slow procedures and approval processes,Consultant Supply Chain and Operations,19,Dec,2021
455,If you’re self motivated you’re likely to do well,It’s hard to figure what exactly your role is and what path you will take to progress,Consultant,16,Dec,2021
456,Big family vibes. Immense Growth and learning opportunities.,Mitigated compared to other Big 4,Tax Consultant II,18,Dec,2021
457,"+ Your Work experience will be held in high regard by other employers
+ Educational Reimbursement 
+ Never lacking in opportunities for projects
+ Opportunity to have autonomy if you are a self-starter

Use Deloitte as your spring board to FAANG and a more executive operations role at another company, and your time will be more than worth it","- Politics; especially at the higher levels. know how to navigate this 
- Salary is not terribly competitive 
- Consulting is not a place to be for software engineers",Software Engineer,13,Dec,2021
458,Looks good on resume. Instantly recognizable brand. Good pay compared to comparable companies.,Too many on plate with different clients. One or two clients at a time is the most ideal but doesn't always happen.,Digital Marketing Manager,18,Dec,2021
459,Good vacation benefits. Competitive paternity leave. Flexible remote work.,Long work weeks. Expected to work weekends throughout the year. Work though some major holidays.,Senior Tax Consultant,1,Jan,2022
460,Love everything about the firm.,None applicable at the moment.,Audit Associate,17,Dec,2021
461,Everything is awesome at deloitte. The company invests a lot in its workforce,"Just make sure you negotiate your salary in the beginning. Just like any company, you'll never catch up and be in the high high end of your level.",Manager,13,Dec,2021
462,"Great people, learning, environment, absolutely love it",Lots of hours but it is manageable,Tax Consultant,16,Dec,2021
463,"Benefits were okay, and work from home","Culture, base pay, projects, and stigmatism towards experienced hires with no consulting background",Technical Consultant,17,Jan,2022
464,Good company to work for,Pay is low for some roles,Consultant,16,Dec,2021
465,great exposure to top notch clients,no one has your back,Manager,30,Dec,2021
466,"Many offices, job opportunities, remote opportunities.",No information at this time,Senior Consultant,14,Dec,2021
467,Great opportunities for growth and nice perks,Performance reviews political and limited control over projects,Consultant,14,Dec,2021
468,Deloitte is focussed on employee advancement and development.,Lack of creative roles and latteral movement.,Advisory,14,Dec,2021
469,"- Good compensation
- Great upward opportunity
- Strong DEI support/initiatives","- Work-life balance can be a bit tough sometimes, but Deloitte does its best to improve in this category",Manager,15,Dec,2021
470,"- Good compensation
- Great upward opportunity
- Strong DEI support/initiatives","- Work-life balance can be a bit tough sometimes, but Deloitte does its best to improve in this category",Manager,15,Dec,2021
471,Very Good company to work for when you have family,Salary is one the lower side,Senior Solution Specialist,15,Dec,2021
472,Lots of flexibility and engaged Senior Management,"Slow upward mobility, doesn't always reward high performers",Senior Consultant,15,Dec,2021
473,Deloitte takes care of their people.,Government work is limited to the clients requirements so remote work isn't as flexible.,Project Delivery Manager,15,Dec,2021
474,Good growth structure and stability,Can sometimes promote bad culture with bias towards people of color,Senior Consultant,26,Dec,2021
475,"Just starting three months ago - people are nice but the firm is severely understaffed. :( Remote working going strong for now, no real push to get into the office which makes it less stressful.","Understaffing makes it hard when there is just so much volume of work that needs to get done. In a staff position, you are expected to have availability to get things done at what feels like any time.",Tax Consultant I,29,Dec,2021
476,"I joined Deloitte as a fresher. I am major in computer science and I got hired by the data engineering and infrastructure team.
- friendly environment to work.
- work is evenly distrubuted among the team.
- free to ask question and express your opinions.","- team size
- work assignment can be more brief
- would be nice to contribute in other areas of work",Solution Specialist,14,Dec,2021
477,"Great people, opportunities and recruiting process",I am just starting so I do not have cons to share at the moment,Cyber Security Analyst,14,Dec,2021
478,"Great benefits
collegial workplace 
great leadership","key one was travel, moving increasingly to remote work",Manager,14,Dec,2021
479,"Opportunities, benefits, people, work life balance",Company size can feel overwhelming,Analyst,14,Dec,2021
480,you can work from home,it is a lot of software work,Senior Recruiting Coordinator,14,Dec,2021
481,Loads of challenges & new learning.,Too aggressive work culture & no work-life balance,Solutions Specialist,27,Dec,2021
482,"Lots of flexibility in choosing industry, type of work, specialize vs generalize, etc.","Changing WLB, up-or-out model leading to intense competition",Consultant,13,Dec,2021
483,Diverse clients. Open working culture. Focused on sustainable growth.,Work-life balance. Top down management style.,Senior Consultant,14,Dec,2021
484,exit opportunities are really good,pay is not great compared to tech or finance,Consultant,14,Dec,2021
485,constantly learning new technology all the time,unpaid overtime all year round,Senor Consultant,12,Dec,2021
486,"Employer cares about the well-being 
Supportive Management 
Work Balance
Good PTO and decent benefits",-Compensation is still a little lower compared to competitors,Consultant,13,Dec,2021
487,"1. Good Learning, Market leaders in Consulting.
2. Great perks and facilities",1. No Work Life Balance - hectic schedule,Specialist Senior Consultant,12,Dec,2021
488,"-good leadership
-good PTOs
-lot oof proojects",-work environent could be challenging depending on project.,Senior Solution Specialist,12,Dec,2021
489,Challenging projects coupled with travel opportunities.,Long working hours accompanied by heighten delivery standards,Senior Consultant,13,Dec,2021
490,Great internal growth opportunities through learning platforms,Not much compensation for performance,Consulting,12,Dec,2021
491,"Firm Initiatives, Professional Development, Client Projects",I do not have feedback at this time.,Anonymous Employee,10,Dec,2021
492,"Supportive 
Well Being priority 
Excellent Training",There are no cons here,Tax Accountant,11,Dec,2021
493,"If you like working with smart, high-achieving people, then Deloitte is a great place to work. I worked for several years in a part-time role that gave me more time with my family, while also advancing my career.",It can be difficult at times to navigate the complex organizational structure and figure out how to get things done.,Marketing Manager,7,Dec,2021
494,Nice people to work with,long hours during busy seasons,Tax Manager,10,Dec,2021
495,"- Inclusive culture with effective diversity and inclusion initiatives
- Competitive base pay with opportunities for performance bonuses
- Work culture promotes lifetime learning and work-life balance
- Competitive benefits package","- The professional tracks can be confusing and sometimes limiting (for example, the PDM model)",SharePoint Architect,10,Dec,2021
496,Work Life Balance is ideal,Salary does not meet expectations,Engagement Financial Advisor (EFA) Analyst,10,Dec,2021
497,"People, time off, opportunities, travel","Hours, attrition, small fish big pond",Consultant,8,Dec,2021
498,"Full time work from home
Decent pay, excellent benefits
Fun job
Great team
Flexible hours","A lot of turnover, we lost some good people
Pay could always be better
Workload can be tough",Cyber Risk Analyst,8,Dec,2021
499,"Many clients with many tools to learn from
Good benefits",Career growth/promotions is a really slow process,Security Operations Analyst,22,Dec,2021
500,Good company to work at,No work life balance at all,Manager,7,Dec,2021
501,"Opportunities, Great people, career progression, PTO, Benefits","Long hours, stress, busy seasons",Senior Tax Manager Second Year,8,Dec,2021
502,"Benefits
Ability to drive your own career
Hybrid environment
Free food","Very large
Hard to make impact at analyst level",Business Analyst,8,Dec,2021
503,"Talented team members, great benefits, and opportunities to travel (not including pandemic times when travel is limited).",Quality of projects is highly dependent on clients.,Senior Front-End Architect,8,Dec,2021
504,Deloitte is a great place to start your career. I have had exposure to ton of learning materials and networking experiences.,"Like any consulting roles, some nights are long hours",Analyst,8,Dec,2021
505,Lots of great benefits and networking opportunities,There are excessive internal compliance requirements,Consultant,8,Dec,2021
506,"Great benefits, leadership training, flexibility, high performing environment","Work/life balance, promotion opportunities, performance review process",Senior Manager I,8,Dec,2021
507,"Its challenging navigating Deloitte virtually bc of the poor organization and work life balance. It feels like you are an ant in a seat of ants and its very hard to see your career path at this company. Good for recent graduates, but not so great for experienced hires.",work life balance is poor,Consultant,20,Dec,2021
508,Great exposure to different projects,Clients can be very demanding and impact work life balance,Program Coordinator,21,Dec,2021
509,"Well-being focus, people focused. Encouragement to take time off. Positive leaders. Effective mentorship.","If you’ve never been a consultant before, it is an interesting world to enter. But once you’re in it, it is so interesting.",Consultant,6,Dec,2021
