,pros,negs,profession,day,month,year
388,I’ve found that Deloitte truly takes care of their employees and focuses on retention and career growth. Compensation and benefits are wonderful. Good work performance and commitment to the firm certainly pay off on a multitude of ways.,"The promotion timeline can be slow. I’ve observed colleagues getting stuck at a level or brought in at a lower level than they operate professionally. Growth occurs quickly at the firm, so the fast-tracked promotion process could be improved.",Manager,8,Jun,2022
389,You get to learn a lot of different skills in a short time,WLB can be improved but overall manageable,Business Technology Analyst,8,Jun,2022
390,"Work life balance in Enabling Areas, PTO, additional benefits","Management in departments can be unorganized, pay in EA is lower, etc.",Tax Manager,8,Jun,2022
391,Benefits are absolutely incomparable! Love it here,"Long hours, vaccine mandate exists",Marketing Analyst,8,Jun,2022
392,"Opens windows, a lot of people reach out on linkedin because of the Deloitte Brand value","They have two tiers of employees. If you come in from a ""non"" target school, you will always get bad projects and never catch your peers in terms of comp. Doesn't matter how smart/qualified you are. They only care about prestige, not your ability to solve problems. In the end they deliver frameworks and cookie cutter solutions, they don't need smart people to get that kind of work done.",Consultant,22,Jun,2022
393,Decent pay and the hours are not bad at first,"Do not train you for your job until several months in, very strange",IT Auditor,7,Jun,2022
394,Good benefits. Decent pay in Puerto Rico with salary increases every year.,Lacks work/life balance. Work crazy hours during busy season.,Audit Staff,7,Jun,2022
395,"Competitive pay, good PTO and benefits",Worklife balance is lacking here,SAP Consultant,8,Jun,2022
396,Awesome place to start career,Work life balance is hard to have,Tax Senior,22,Jun,2022
397,"Excellent pay and benefits, diversity, emphasis on teamwork.",Too many layers of management. Leads to over,Administrative Manager,6,Jun,2022
398,"The opportunity to work with great people and have fun. The reduction of travel has made consulting a bit more approachable for those that want a family and a career in consulting. 

Deloitte's name and experience enables us to be more successful. Interesting work as well.","There is a Deloitte way that can be difficult for some to learn. Also, the work level can be high. The nice part of consulting is that you can transition to new projects if one is unsustainable for you.",Manager,7,Jun,2022
399,"over ten years now. Good firm, very professional, highly supportive, strongly achievement oriented and Ive never looked back. Good people. Great company.","Getting hired was difficult, arduous process, almost too much. They put so much into diligence that they loose good people. I went through a platinum staffing partner (recruiting agency) who knew the process and was able to very nicely navigate but others werent so lucky. A few colleagues also had great success with this firm. 
Sometimes I am over utilized and put in way more hours than I should, and can bill. This is an issue and will result is poor retention if not corrected.",Consulting Senior Consultant,7,Jun,2022
400,"good learning 
good experience 
good benefits","You have to do more than just client work - work for the firm and partners to get the promotion/recognition
Knowing the right coach and having lots of strong connections will get you the promotions not just snapshots",Cyber Risk Consultant,7,Jun,2022
401,Inclusion is great at Deloitte,Long working hours at Deloitte,Tax Consultant Manager,7,Jun,2022
402,the exit opportunties and the people,hours and managing which clients you want to be on,Audit,6,Jun,2022
403,"Compensation, Well-Being, Work life balance",Structure and quality of work,Anonymous Employee,6,Jun,2022
404,"Holistic growth for new graduates out of school, be it traveling to various cities, deal making, or domain skills.",Salary may not be as high as expected and may lag slightly in the market.,Senior Consultant,6,Jun,2022
405,They have decent pto allownace,They are slow to give raises,Anonymous Employee,20,Jun,2022
406,You will have the opportunity to work on a vast array of engagements and opportunities.,Feels as though PTO is only marginally encouraged. Not much unplugging.,Tax Manager,5,Jun,2022
407,The job is very flexible - I can take care of my kid if she's sick while hopping on and off calls and have shifted my work focus to a sector I'm interested in. The wellness benefits and parental leave are incredible!,"Unless you have a really great mentor, it can be difficult to maneuver within the firm to do what you want to do and have people go to bat for you when it's time for promotion. Deloitte is flexible... almost too flexible, so it's easy to get lost.",Senior Consultant,1,Jun,2022
408,"Nice people, lots of exposure to energy industry","Intense hours, disorganization on some teams",Audit Intern,4,Jun,2022
409,"Rigorous, thorough, informative, and training",Overall just a good experience and stepping stone,Intern,3,Jun,2022
410,Big four company room for growth,Hard to make friends there,Tax Consultant,3,Jun,2022
411,"Great People, great collaboration, excellent resources. Learned a ton.","Long Hours, large company , can be a challenge to navigate",Manager,2,Jun,2022
412,Generally working with very smart and nice people. Interesting clients. Average work life balance,Can be difficult to navigate such a large firm,Consultant,3,Jun,2022
413,"Great people to work with, learn a lot.",work life balance during busy time,Tax Consultant II,3,Jun,2022
414,"Salary, benefits, health care insurance, PTO, trainings","pressure, work life balance, competition",Senior Security Consultant,3,Jun,2022
415,"Really enjoy the PTO (I took 6 weeks last year on top of things such as 2-weeks off for winter break), compensation is great, work-life balance is great - I only work 46 hours a week","Don't love the type of work, doesn't get me excited",Consultant,3,Jun,2022
416,Good PTO and well being Benefits,Life /work balance can be complicated if not organized,Manager,2,Jun,2022
417,Great place to work for,No cons for Deloitte. No,Audit Senior,2,Jun,2022
418,Great work from home lifestyle,None overall a great company,Advisory,2,Jun,2022
419,Good work and life balance,Low salary and no bonus,Junior Analyst,17,Jun,2022
420,"Great benefits
7 hrs of PTO earned every other week
Flexibility","The job was marketed as a project management position, however it is an administrative assistant position. 
Difficult to propose constructive criticism
Management makes it difficult to move up within the company",Executive Coordinator,17,May,2022
421,"Awesome hike 
Growth
Learning
Higher management open to talk","No work life balance
Too much politics
Late Night work
Firm intatives",Anonymous Employee,1,Jun,2022
422,"Ample Opportunities, clients, and learning",Lots and lots of work and admin,Manager,1,Jun,2022
423,Options for learning with lots of choices between different projects,Salary not competitive to market,Solution Specialist,2,Jun,2022
424,"Career growth, Starting point, Travel","Travel, Hours, Additional Work, Clients",Consultant,2,Jun,2022
425,Good bennies and work from home,Lots and lots of hours,Tax Consultant I,2,Jun,2022
426,"Hands on training, cross functional experience","Lengthy hours, not for people who cannot network",Solutions Consultant,31,May,2022
427,"Some of the smartest people in the industry work here, so much to learn.",You have to learn how to advocate for yourself. No one cares as much about your career as you do.,International Tax Senior,31,May,2022
428,"Compensations, benefits, opportunity are great",WLB can be bad at times,Senior Consultant,1,Jun,2022
429,"Deloitte is a great place to work! You have smart, kind, and driven colleagues. There is an opportunity to own your career and grow if you’re willing to advocate for yourself.",Not many cons other than you can be pulled in a lot of different directions.,Strategy Consultant,1,Jun,2022
430,"-Great benefits
-great team
-encouraged to find your ""strengths"" and explore your interests within the company",-none really at the moment,Business Valuation Analyst,1,Jun,2022
431,Benefits perks and leadership guidance,Work life balance and long hours,Manager,31,May,2022
432,"Lots of holidays and PTO, good workers are rewarded well",Hard to take the PTO you get and hard to set boundaries for work life balance if you're not careful,Tax Manager,1,Jun,2022
433,- Most of the people you work with are friendly and understand work-life balance,"- Getting projects, switching projects, etc. gets unnecessarily difficult
- If you do not come in with industry/technical experience, you will spend most of your time asking for more hands-on experience but end up doing mundane work",Cyber Consultant,1,Jun,2022
434,"Learn a lot, work life balance can be okay if you set firm boundaries","People can be fake, hours can be bad",Senior Consultant,1,Jun,2022
435,"great company, great leadership, great flexibility",working hours can sometimes be long,Consultant,30,May,2022
436,Love the perks and team,Salary is not impressive and long hours,Consultant,31,May,2022
437,You make really good connections here.,"No relocation bonus, sign on bonus is a lot less than other companies.",User Experience Analyst,14,Jun,2022
438,"-Brand recongition
-Great place to build experience","-GPS is not established enough in the public sector space; this shows in the lack of competency in managing projects and brokering client relationships
-Firm, and Advisory in particular, significantly undervalues the skill sets of GPS practioners, for the above reasons -- heavily undervalued from a salary perspective",Consultant,14,Jun,2022
439,Continued training and education. Unique business opportunities. Challenging projects. Driven professionals.,Long hours. Average pay. High competition.,Audit Manager,29,May,2022
440,Continued training and education. Unique business opportunities. Challenging projects. Driven professionals.,Long hours. Average pay. High competition.,Audit Manager,29,May,2022
441,Great place to work . High paying The clients are diverse and you learn a lot. If you stay on track you get promoted every 4 years,Hours and traveling can be grueling,Senior Manager,30,May,2022
442,Absolutely nothing even remotely good can be said about this firm.,The con to working at Deloitte is to be employed by this hellish organization.,Anonymous Employee,30,Jun,2022
443,Great culture and awesome people to work with,Projects can sometimes be boring,Cyber Analyst,30,May,2022
444,"Good Health Insurance plans
Good benefits","Long work hours
Weekend work
Poor work life balance",Senior Solution Specialist,27,Jun,2022
445,"- great clients, plenty of opportunities to learn
- opportunity to work on a variety of work
- flexibility 
- great benefit 
- a lot of technical resources","- going up can be very political 
- poor work life balance 
- little pay",Tax Senior,27,May,2022
446,Great there are no pros,Great I love everything it,Senior Consultant,29,May,2022
447,"Well rounded benefits
Along with benefits in programs, enough cash benefits
Extreme focus on reimbursing for education/certification and training resources","Hectic work life, if insisted on WLB then can delay career growth",Consulting Manager,29,May,2022
448,Good Compensation which is matching inflation,You are responsible for finding the projects which has tough competition,Cloud Engineer,28,May,2022
449,Diverse set of service lines and offerings; never a dull moment,Easy to get lost or in a rut if you are not proactive. Need to be careful about workload so as not to get burned out,Senior Manager,29,May,2022
450,it is a big company good culture,bad resource manager and mentor,Data Scientist,27,May,2022
451,"Great pay and benefits, especially since the pandemic started.",No company culture whatsoever. Worked here for 3 years and have built zero real relationships with coworkers or leadership.,Federal Tax Manager,25,May,2022
452,good times and good people,nothing bad to say about job,Accountant,26,May,2022
453,"Great benefits, flexible, understanding and great place to work.","I think with any salaried job, you can never turn it off. There’s always work. More career options for service providers.",Project Manager,27,May,2022
454,Colleagues are smart and ambitious.,The culture is centred around profit rather than the wellbeing of employees.,Manager,9,Jun,2022
455,"People seem nice, comp seems fair","Remote work, dull projects in RFA, ""one size fits all"" approach",Analyst,7,Jun,2022
456,Lots of career growth opportunities and companies provides tons of mentorship.,Client and high leadership sometimes difficult to work with.,Strategy Analytics Consultant,8,Jun,2022
457,Compensation was great! The bonuses were also good,Manager was inconsiderate and rude,Senior Consultant,10,Jun,2022
458,"Remote work.
To be honest
None basically here.","No technical work.
Project based
Hectic work life
No personal life",Advisory Consultant,10,Jun,2022
459,"Pay, benefits, bonuses, and wellness subsidy",Utter chaos on the daily,Manager,28,Jun,2022
460,"amazing culture, full of ambitious people","if want slow life, this is not for you",Manager,26,May,2022
461,You can receive benefit compensations,You do not work 40 hours,Marketing Analyst,26,May,2022
462,"if you want to move slowly in your career and be under-titled and underpaid, this is the place for you. Good thing is it's so big and anonymous you can hide","the company culture is toxic
can't manage the units to make partners timely (or at all)
lots of HUNCs",Senior Manager,8,Jun,2022
463,Brand name and market leader,Work life balance is not that great,Consulting Senior Manager,25,May,2022
464,Love the people and the atmosphere at Deloitte Digital,We have to follow a lot of the normal Consulting processes that don't make any sense when it comes to measuring creative jobs.,UI Designer,26,May,2022
465,People are great depending on the team you are on.,"When promotion season comes, it can be cut throat.",Consultant,26,May,2022
466,"Good PTO, benefits, good opportunities","no real work/life balance, ""field"" promotion with no additional incentives",Audit Senior III,26,May,2022
467,"Good people
Friendly environment 
Good learning","Too much bureaucracy 
Easy to get lost in the crowd",Senior Consultant,26,May,2022
468,"If you have a good network, you will easily succeed without doing much of hard work. Good pension plan on top of 401K. Good company that will retain employees long",No 401k Match (only 1/4 is matched). Work life balance sucks with long hours and weekend work.,"Senior Manager, Analytics",26,May,2022
469,Lots of exposure always available,Definitely politics involved in progression,IT Support Specialist,24,May,2022
470,Lots of exposure always available,Definitely politics involved in progression,IT Support Specialist,24,May,2022
471,"LOTS of perks and benefits
Many disconnect days as well as additional holidays
PTO is fast accruing",Sometimes the firm is so big and there are so many moving parts that occasionally you feel like you get lost in it/fall though the cracks. But they are working on that!,Anonymous Employee,25,May,2022
472,"If you're interested in working in cybersecurity, Deloitte has one of the best cyber services programs in the world.","Be prepared to take on a lot of work. As a consultant, everything will ultimately fall on you.",Senior Consultant,25,May,2022
473,Deloitte's culture is fantastic and you grow a lot very quickly,Staffing issues make the workload enormous at times,Engagement Financial Advisor (EFA) Analyst,25,May,2022
474,"Launchpad for a great career, good pay amongst the Big 4, great brand, opportunity to learn things end to end through various areas of ypur interest (industry, tech, sales)",Burnout especially if you stick around for a while,DC Senior Manager,25,May,2022
475,"Consulting perks are great (expenses, PTOs, family benefits)","Work-life balance depends on the project and most of the time, it's not great.",Consultant,6,Jun,2022
476,Great benefits outside of comp,It is heavily dependent on networking,Consultant,20,May,2022
477,salary incentives various additional incentives,long hours during busy season,Audit Associate,24,May,2022
478,"Great people
Good name recognition
Good place to start your career","Long hours 
The pay could be better",Tax Consultant,24,May,2022
479,The culture is great and they take care of their people,Pay lags behind in tech sector,Consultant,23,May,2022
480,good work and life balance in Big4,the position is not really technical,Data Analytics,22,May,2022
481,"Great compensation, world-class benefits, name recognition",Work expectations exceed normal 40 hour work week. You actually perform more than the work of one person.,Specialist Master,22,May,2022
482,"- You work with smart and young individuals
- Very organized and planned promotions 
- Plenty of resources and the firm's commitment to learning
- You're constantly pushed to bring out your potential","- You sometimes work with not so smart people
- Compensation is lacking compared to private industry
- If you land on a bad team, your public accounting experience will be awful
- Like all big-four, the hours suck",Audit Senior Associate,23,May,2022
483,Provide WFH subsidy so you can get the equipment you need to do your job.,It's a big company. It takes time to find your groove.,Senior Manager,23,May,2022
484,"- transparent leadership
- opportunities to move within the company
- skilled people","- lack of transparency in compensation in product model
- if not client facing challenges in growth",Consultant,23,May,2022
485,good relationships with other colleagues,not competitive salary for workers,Advisory Manager,23,May,2022
486,Good to start a career,Too much pressure for little reward,IT Consultant,5,Jun,2022
487,"Good Place, Smart People, interesting projects.",I have no cons at this time.,Manager,20,May,2022
488,"Been with Deloitte for slightly less than 1 year, and have been loving experience so far. 
Leadership is great, they actually care and listen to your feedback. The people and well being benefits are the best part!","Salaries across US locations don’t change much - which can be good or bad depending on where you are - for me it is not good
Projects - sometimes can be a drag and you have to stay even if you don’t want to.
Inconsistent experience - mine has been great but my colleagues have left since theirs has not been",Senior Consultant,17,May,2022
489,"Lot of resources, including training and support structures. Good experience. Large so can transfer.",Bad W/L balance. Measured in cohort so all performance is relative.,Manager,21,May,2022
490,"Typical consulting environment, great people to work with, international,","Work life balance, not that great salary",Senior Manager,19,May,2022
491,"Great work environment, great coworkers","Onboarding is overwhelming, periodic snapshots",IT Capital Asset Manager ,19,May,2022
492,Good it was learning opp,Bad or was okay mgmt,Consultant,19,May,2022
493,One of the best work cultures with great benefits of all aspects,Nothing if benefits taken in account,Intern,20,May,2022
494,Culture; People; Work Life Balance,Haven't figured out yet :),Senior Consultant,20,May,2022
495,"Smart people with plenty of opportunities, but it is whatever you make of it. I have met some of the most wonderful, brilliant people ever.",Very intense work culture that is high performance. Lots of snarky narcissists who make work their whole identity,Manager,20,May,2022
496,Young workforce and goof social sidd,No great perks or decent bonuses,IT Auditor,3,Jun,2022
497,Great company to work for,I don't have any bad experience,Consulting,19,May,2022
498,"Large public accounting firm that offers a wide array of client industry experience. Great networking events, happy hours, etc. Good PTO and benefits.",Long hours and not enough pay.,Audit Senior Associate III,20,May,2022
499,Great company to work for very flexible,Low pay for starting salary,Senior Auditor,18,May,2022
500,The company is really making an effort to keep employee happy.,The company is huge. Sometimes navigating can be a challenge.,Senior Consultant,19,May,2022
501,Best place to learn and grow your overall professional skills,Work life balance is not that great,Specialist Leader,19,May,2022
502,"Good culture, helpful co workers, flexibility",Working online due to COVID impeding getting to know co workers,Deloitte Tax Consultant,19,May,2022
503,"Great resume builder
Get to work with people coming from all sorts of backgrounds, including industry and prior regulators
Opportunity to work with different clients on a variety of different engagements","Long Hours
Work/Life Balance
Can get pidgeon-holed into doing the same thing",Anonymous Employee,19,May,2022
504,"Team ,Trainings,Work,Insurance ,Office. Vacation. Busy season.",A lot of work. No time for vacation,Audit Assistant,18,May,2022
505,"The job has so many perks. Everything from a commuting subsidy, equipment subsidy, countless expensed dinner and social events. The culture is so inviting. I’ve never experienced anything like it. People are invested in your career growth and future.",It is extremely competitive at this firm. It’s definitely set up to weed out the lower performers. Also the PDM model is extremely limiting compared to traditional model. Would not recommend it to anyone.,Advisory Project Delivery Analyst,18,May,2022
506,Great benefits and Flexible company,"Pay caps
No room for upward mobility in the role",Senior One Team Ambassador,18,May,2022
507,"- Get to travel and explore. 
- Serve different clients","- Less stability 
- Slow administration",Senior Consultant,18,May,2022
508,"Accelerated career track, exposure to many different things, Good job stability, Good exit opportunities.",Work life balance is a real challenge if you are not somebody that is good at setting work/personal life boundaries.,Audit,18,May,2022
509,Good health insurance policy provided,No work life balance and weekend work expectations,Project Delivery Specialist,30,May,2022
